customer_id,age,gender,employment_type,annual_income,credit_score,credit_segment,income_segment,income_in_months
14724,20,Male,Salaried,373000.0,587.0,Fair,Low,31083.333333333332
14725,65,Male,Salaried,1058000.0,362.0,Poor,High,88166.66666666667
14726,18,Female,Salaried,645000.0,841.0,Excellent,Medium,53750.0
14727,44,Male,Unemployed,601000.0,504.0,Poor,Medium,50083.333333333336
14728,65,Male,Salaried,969000.0,423.0,Poor,High,80750.0
14729,41,Male,Salaried,1146000.0,825.0,Excellent,High,95500.0
14730,61,Male,Self-Employed,615000.0,580.0,Fair,Medium,51250.0
14731,36,Male,Unemployed,804000.0,568.0,Poor,High,67000.0
14732,25,Male,Unemployed,809000.0,866.0,Excellent,High,67416.66666666667
14733,61,Male,Salaried,940000.0,824.0,Excellent,High,78333.33333333333
14734,64,Female,Unemployed,572000.0,681.0,Good,Medium,47666.666666666664
14735,19,Male,Salaried,969000.0,845.0,Excellent,High,80750.0
14736,47,Female,Self-Employed,115000.0,875.0,Excellent,Low,9583.333333333334
14737,47,Female,Self-Employed,713000.0,596.0,Fair,Medium,59416.666666666664
14738,66,Male,Self-Employed,327000.0,782.0,Excellent,Low,27250.0
14739,56,Male,Salaried,440000.0,425.0,Poor,Medium,36666.666666666664
14740,62,Female,Self-Employed,1050000.0,869.0,Excellent,High,87500.0
14741,49,Male,Self-Employed,492000.0,304.0,Poor,Medium,41000.0
14742,18,Male,Salaried,603000.0,527.0,Poor,Medium,50250.0
14743,55,Female,Salaried,530000.0,468.0,Poor,Medium,44166.666666666664
14744,30,Male,Salaried,638000.0,777.0,Excellent,Medium,53166.666666666664
14745,28,Female,Salaried,913000.0,727.0,Excellent,High,76083.33333333333
14746,27,Female,Salaried,566000.0,333.0,Poor,Medium,47166.666666666664
14747,65,Male,Salaried,901000.0,806.0,Excellent,High,75083.33333333333
14748,43,Male,Unemployed,773000.0,578.0,Fair,Medium,64416.666666666664
14749,37,Female,Unemployed,233000.0,872.0,Excellent,Low,19416.666666666668
14750,34,Other,Unemployed,731000.0,602.0,Fair,Medium,60916.666666666664
14751,34,Male,Salaried,971000.0,602.0,Fair,High,80916.66666666667
14752,21,Male,Self-Employed,615000.0,757.0,Excellent,Medium,51250.0
14753,22,Male,Salaried,601000.0,383.0,Poor,Medium,50083.333333333336
14754,40,Male,Self-Employed,756000.0,347.0,Poor,Medium,63000.0
14755,63,Male,Unemployed,932000.0,876.0,Excellent,High,77666.66666666667
14756,69,Male,Salaried,1040000.0,300.0,Poor,High,86666.66666666667
14757,27,Female,Self-Employed,886000.0,516.0,Poor,High,73833.33333333333
14758,63,Other,Salaried,649000.0,360.0,Poor,Medium,54083.333333333336
14759,45,Female,Salaried,829000.0,520.0,Poor,High,69083.33333333333
14760,50,Female,Salaried,883000.0,438.0,Poor,High,73583.33333333333
14761,60,Male,Salaried,300000.0,640.0,Fair,Low,25000.0
14762,43,Male,Unemployed,106000.0,345.0,Poor,Low,8833.333333333334
14763,67,Female,Self-Employed,83000.0,660.0,Good,Low,6916.666666666667
14764,65,Female,Salaried,536000.0,450.0,Poor,Medium,44666.666666666664
14765,46,Female,Salaried,601000.0,676.0,Good,Medium,50083.333333333336
14766,44,Male,Unemployed,292000.0,681.0,Good,Low,24333.333333333332
14767,35,Female,Self-Employed,710000.0,563.0,Poor,Medium,59166.666666666664
14768,57,Male,Salaried,639000.0,539.0,Poor,Medium,53250.0
14769,27,Male,Self-Employed,437000.0,322.0,Poor,Medium,36416.666666666664
14770,59,Male,Salaried,812000.0,791.0,Excellent,High,67666.66666666667
14771,22,Female,Unemployed,601000.0,394.0,Poor,Medium,50083.333333333336
14772,27,Male,Salaried,645000.0,410.0,Poor,Medium,53750.0
14773,67,Female,Salaried,1067000.0,851.0,Excellent,High,88916.66666666667
14774,38,Female,Self-Employed,540000.0,602.0,Fair,Medium,45000.0
14775,41,Female,Self-Employed,831000.0,759.0,Excellent,High,69250.0
14776,55,Female,Salaried,821000.0,708.0,Good,High,68416.66666666667
14777,20,Male,Salaried,492000.0,639.0,Fair,Medium,41000.0
14778,57,Female,Salaried,189000.0,687.0,Good,Low,15750.0
14779,48,Female,Self-Employed,418000.0,851.0,Excellent,Medium,34833.333333333336
14780,58,Male,Salaried,694000.0,486.0,Poor,Medium,57833.333333333336
14781,54,Female,Salaried,916000.0,373.0,Poor,High,76333.33333333333
14782,19,Male,Salaried,116000.0,632.0,Fair,Low,9666.666666666666
14783,19,Male,Salaried,362000.0,495.0,Poor,Low,30166.666666666668
14784,56,Female,Salaried,608000.0,826.0,Excellent,Medium,50666.666666666664
14785,66,Female,Self-Employed,349000.0,692.0,Good,Low,29083.333333333332
14786,59,Male,Self-Employed,1033000.0,602.0,Fair,High,86083.33333333333
14787,61,Female,Self-Employed,558000.0,535.0,Poor,Medium,46500.0
14788,51,Male,Self-Employed,681000.0,865.0,Excellent,Medium,56750.0
14789,59,Female,Unemployed,349000.0,819.0,Excellent,Low,29083.333333333332
14790,37,Other,Salaried,601000.0,532.0,Poor,Medium,50083.333333333336
14791,50,Female,Salaried,324000.0,680.0,Good,Low,27000.0
14792,21,Female,Salaried,735000.0,701.0,Good,Medium,61250.0
14793,62,Female,Self-Employed,1080000.0,757.0,Excellent,High,90000.0
14794,61,Female,Self-Employed,848000.0,883.0,Excellent,High,70666.66666666667
14795,28,Male,Self-Employed,601000.0,705.0,Good,Medium,50083.333333333336
14796,59,Male,Unemployed,365000.0,586.0,Fair,Low,30416.666666666668
14797,64,Male,Self-Employed,386000.0,844.0,Excellent,Low,32166.666666666668
14798,22,Female,Salaried,733000.0,714.0,Good,Medium,61083.333333333336
14799,42,Female,Salaried,643000.0,601.0,Fair,Medium,53583.333333333336
14800,66,Female,Salaried,872000.0,658.0,Good,High,72666.66666666667
14801,54,Female,Self-Employed,601000.0,602.0,Fair,Medium,50083.333333333336
14802,51,Female,Salaried,760000.0,374.0,Poor,Medium,63333.333333333336
14803,26,Female,Self-Employed,601000.0,664.0,Good,Medium,50083.333333333336
14804,23,Male,Unemployed,794000.0,644.0,Fair,Medium,66166.66666666667
14805,35,Male,Salaried,508000.0,304.0,Poor,Medium,42333.333333333336
14806,31,Male,Salaried,162000.0,505.0,Poor,Low,13500.0
14807,36,Female,Self-Employed,899000.0,525.0,Poor,High,74916.66666666667
14808,31,Male,Self-Employed,559000.0,406.0,Poor,Medium,46583.333333333336
14809,57,Female,Self-Employed,1007000.0,329.0,Poor,High,83916.66666666667
14810,34,Male,Salaried,631000.0,350.0,Poor,Medium,52583.333333333336
14811,52,Male,Salaried,609000.0,459.0,Poor,Medium,50750.0
14812,46,Female,Unemployed,1000000.0,602.0,Fair,High,83333.33333333333
14813,59,Male,Unemployed,405000.0,330.0,Poor,Medium,33750.0
14814,34,Female,Salaried,469000.0,715.0,Good,Medium,39083.333333333336
14815,60,Female,Salaried,732000.0,713.0,Good,Medium,61000.0
14816,25,Female,Salaried,346000.0,731.0,Excellent,Low,28833.333333333332
14817,18,Female,Salaried,1138000.0,442.0,Poor,High,94833.33333333333
14818,62,Female,Salaried,506000.0,509.0,Poor,Medium,42166.666666666664
14819,53,Male,Unemployed,543000.0,638.0,Fair,Medium,45250.0
14820,24,Female,Salaried,1008000.0,317.0,Poor,High,84000.0
14821,63,Male,Salaried,619000.0,473.0,Poor,Medium,51583.333333333336
14822,22,Male,Self-Employed,352000.0,731.0,Excellent,Low,29333.333333333332
14823,41,Male,Self-Employed,892000.0,499.0,Poor,High,74333.33333333333
14824,45,Female,Unemployed,860000.0,706.0,Good,High,71666.66666666667
14825,60,Female,Self-Employed,265000.0,815.0,Excellent,Low,22083.333333333332
14826,34,Female,Salaried,392000.0,591.0,Fair,Low,32666.666666666668
14827,54,Male,Salaried,303000.0,761.0,Excellent,Low,25250.0
14828,37,Male,Self-Employed,510000.0,655.0,Good,Medium,42500.0
14829,20,Female,Unemployed,1234000.0,493.0,Poor,High,102833.33333333333
14830,54,Female,Salaried,177000.0,728.0,Excellent,Low,14750.0
14831,43,Male,Salaried,601000.0,387.0,Poor,Medium,50083.333333333336
14832,32,Male,Salaried,749000.0,434.0,Poor,Medium,62416.666666666664
14833,68,Female,Salaried,702000.0,602.0,Fair,Medium,58500.0
14834,65,Male,Salaried,797000.0,699.0,Good,Medium,66416.66666666667
14835,25,Female,Salaried,686000.0,602.0,Fair,Medium,57166.666666666664
14836,30,Female,Salaried,1058000.0,461.0,Poor,High,88166.66666666667
14837,65,Male,Salaried,426000.0,421.0,Poor,Medium,35500.0
14838,20,Male,Salaried,1127000.0,803.0,Excellent,High,93916.66666666667
14839,18,Female,Salaried,478000.0,701.0,Good,Medium,39833.333333333336
14840,26,Male,Salaried,220000.0,890.0,Excellent,Low,18333.333333333332
14841,48,Male,Salaried,485000.0,873.0,Excellent,Medium,40416.666666666664
14842,58,Female,Self-Employed,601000.0,729.0,Excellent,Medium,50083.333333333336
14843,43,Female,Salaried,980000.0,446.0,Poor,High,81666.66666666667
14844,34,Female,Salaried,805000.0,348.0,Poor,High,67083.33333333333
14845,51,Female,Salaried,243000.0,450.0,Poor,Low,20250.0
14846,26,Other,Self-Employed,340000.0,301.0,Poor,Low,28333.333333333332
14847,68,Male,Salaried,430000.0,474.0,Poor,Medium,35833.333333333336
14848,30,Female,Salaried,679000.0,794.0,Excellent,Medium,56583.333333333336
14849,22,Female,Salaried,907000.0,830.0,Excellent,High,75583.33333333333
14850,58,Male,Salaried,646000.0,347.0,Poor,Medium,53833.333333333336
14851,30,Male,Salaried,110000.0,643.0,Fair,Low,9166.666666666666
14852,18,Female,Salaried,1007000.0,827.0,Excellent,High,83916.66666666667
14853,42,Male,Salaried,411000.0,457.0,Poor,Medium,34250.0
14854,64,Female,Salaried,981000.0,475.0,Poor,High,81750.0
14855,21,Female,Salaried,500000.0,806.0,Excellent,Medium,41666.666666666664
14856,53,Female,Salaried,540000.0,602.0,Fair,Medium,45000.0
14857,69,Female,Salaried,705000.0,602.0,Fair,Medium,58750.0
14858,27,Female,Self-Employed,871000.0,584.0,Fair,High,72583.33333333333
14859,45,Female,Salaried,1254000.0,602.0,Fair,High,104500.0
14860,23,Female,Self-Employed,480000.0,890.0,Excellent,Medium,40000.0
14861,44,Female,Salaried,550000.0,811.0,Excellent,Medium,45833.333333333336
14862,29,Female,Self-Employed,332000.0,622.0,Fair,Low,27666.666666666668
14863,69,Male,Salaried,350000.0,438.0,Poor,Low,29166.666666666668
14864,65,Female,Salaried,540000.0,462.0,Poor,Medium,45000.0
14865,20,Male,Salaried,900000.0,773.0,Excellent,High,75000.0
14866,63,Female,Salaried,430000.0,815.0,Excellent,Medium,35833.333333333336
14867,50,Male,Salaried,896000.0,353.0,Poor,High,74666.66666666667
14868,27,Female,Self-Employed,486000.0,679.0,Good,Medium,40500.0
14869,48,Other,Unemployed,933000.0,832.0,Excellent,High,77750.0
14870,32,Female,Self-Employed,140000.0,602.0,Fair,Low,11666.666666666666
14871,24,Female,Unemployed,410000.0,449.0,Poor,Medium,34166.666666666664
14872,53,Female,Salaried,905000.0,580.0,Fair,High,75416.66666666667
14873,31,Female,Salaried,738000.0,834.0,Excellent,Medium,61500.0
14874,65,Male,Self-Employed,562000.0,437.0,Poor,Medium,46833.333333333336
14875,31,Male,Self-Employed,693000.0,876.0,Excellent,Medium,57750.0
14876,20,Male,Salaried,737000.0,423.0,Poor,Medium,61416.666666666664
14877,66,Female,Salaried,589000.0,743.0,Excellent,Medium,49083.333333333336
14878,63,Male,Unemployed,510000.0,485.0,Poor,Medium,42500.0
14879,67,Female,Salaried,877000.0,602.0,Fair,High,73083.33333333333
14880,20,Female,Salaried,862000.0,657.0,Good,High,71833.33333333333
14881,39,Female,Self-Employed,601000.0,520.0,Poor,Medium,50083.333333333336
14882,36,Male,Salaried,601000.0,686.0,Good,Medium,50083.333333333336
14883,52,Male,Salaried,695000.0,304.0,Poor,Medium,57916.666666666664
14884,29,Male,Self-Employed,1238000.0,822.0,Excellent,High,103166.66666666667
14885,22,Female,Self-Employed,1084000.0,691.0,Good,High,90333.33333333333
14886,27,Male,Self-Employed,1096000.0,449.0,Poor,High,91333.33333333333
14887,58,Female,Self-Employed,747000.0,730.0,Excellent,Medium,62250.0
14888,50,Female,Salaried,901000.0,602.0,Fair,High,75083.33333333333
14889,30,Male,Unemployed,1112000.0,666.0,Good,High,92666.66666666667
14890,52,Male,Salaried,280000.0,354.0,Poor,Low,23333.333333333332
14891,68,Female,Unemployed,592000.0,580.0,Fair,Medium,49333.333333333336
14892,49,Male,Salaried,686000.0,679.0,Good,Medium,57166.666666666664
14893,28,Female,Unemployed,964000.0,307.0,Poor,High,80333.33333333333
14894,65,Female,Salaried,819000.0,385.0,Poor,High,68250.0
14895,55,Male,Self-Employed,880000.0,782.0,Excellent,High,73333.33333333333
14896,41,Female,Salaried,755000.0,575.0,Fair,Medium,62916.666666666664
14897,52,Male,Salaried,686000.0,837.0,Excellent,Medium,57166.666666666664
14898,36,Male,Salaried,125000.0,432.0,Poor,Low,10416.666666666666
14899,23,Female,Salaried,474000.0,849.0,Excellent,Medium,39500.0
14900,57,Male,Salaried,867000.0,885.0,Excellent,High,72250.0
14901,62,Male,Salaried,610000.0,541.0,Poor,Medium,50833.333333333336
14902,61,Female,Salaried,601000.0,526.0,Poor,Medium,50083.333333333336
14903,59,Male,Salaried,453000.0,421.0,Poor,Medium,37750.0
14904,52,Male,Unemployed,1206000.0,669.0,Good,High,100500.0
14905,21,Female,Self-Employed,160000.0,664.0,Good,Low,13333.333333333334
14906,50,Male,Salaried,77000.0,622.0,Fair,Low,6416.666666666667
14907,30,Female,Salaried,942000.0,423.0,Poor,High,78500.0
14908,53,Male,Unemployed,564000.0,686.0,Good,Medium,47000.0
14909,60,Female,Salaried,773000.0,799.0,Excellent,Medium,64416.666666666664
14910,36,Male,Salaried,867000.0,543.0,Poor,High,72250.0
14911,60,Female,Salaried,211000.0,331.0,Poor,Low,17583.333333333332
14912,29,Male,Salaried,870000.0,602.0,Fair,High,72500.0
14913,28,Female,Salaried,601000.0,510.0,Poor,Medium,50083.333333333336
14914,23,Female,Self-Employed,702000.0,486.0,Poor,Medium,58500.0
14915,29,Male,Salaried,843000.0,321.0,Poor,High,70250.0
14916,44,Male,Salaried,645000.0,419.0,Poor,Medium,53750.0
14917,58,Male,Self-Employed,212000.0,853.0,Excellent,Low,17666.666666666668
14918,42,Other,Unemployed,599000.0,687.0,Good,Medium,49916.666666666664
14919,59,Female,Salaried,1088000.0,389.0,Poor,High,90666.66666666667
14920,20,Female,Self-Employed,765000.0,602.0,Fair,Medium,63750.0
14921,20,Female,Unemployed,422000.0,786.0,Excellent,Medium,35166.666666666664
14922,37,Male,Salaried,594000.0,353.0,Poor,Medium,49500.0
14923,45,Male,Unemployed,889000.0,823.0,Excellent,High,74083.33333333333
14924,40,Female,Salaried,1071000.0,395.0,Poor,High,89250.0
14925,65,Female,Salaried,71000.0,705.0,Good,Low,5916.666666666667
14926,20,Male,Salaried,943000.0,514.0,Poor,High,78583.33333333333
14927,59,Female,Self-Employed,902000.0,521.0,Poor,High,75166.66666666667
14928,41,Male,Salaried,320000.0,446.0,Poor,Low,26666.666666666668
14929,60,Male,Salaried,751000.0,514.0,Poor,Medium,62583.333333333336
14930,57,Female,Salaried,524000.0,881.0,Excellent,Medium,43666.666666666664
14931,23,Male,Salaried,335000.0,561.0,Poor,Low,27916.666666666668
14932,37,Male,Salaried,560000.0,470.0,Poor,Medium,46666.666666666664
14933,28,Female,Salaried,179000.0,606.0,Fair,Low,14916.666666666666
14934,49,Female,Salaried,624000.0,745.0,Excellent,Medium,52000.0
14935,44,Male,Salaried,462000.0,704.0,Good,Medium,38500.0
14936,38,Male,Unemployed,519000.0,856.0,Excellent,Medium,43250.0
14937,61,Female,Salaried,507000.0,723.0,Excellent,Medium,42250.0
14938,65,Male,Salaried,546000.0,465.0,Poor,Medium,45500.0
14939,67,Male,Salaried,379000.0,681.0,Good,Low,31583.333333333332
14940,30,Male,Salaried,160000.0,722.0,Excellent,Low,13333.333333333334
14941,39,Male,Unemployed,1187000.0,472.0,Poor,High,98916.66666666667
14942,52,Female,Salaried,1118000.0,774.0,Excellent,High,93166.66666666667
14943,64,Female,Salaried,819000.0,738.0,Excellent,High,68250.0
14944,39,Female,Salaried,483000.0,602.0,Fair,Medium,40250.0
14945,45,Female,Self-Employed,836000.0,661.0,Good,High,69666.66666666667
14946,38,Female,Salaried,76000.0,751.0,Excellent,Low,6333.333333333333
14947,63,Male,Salaried,877000.0,775.0,Excellent,High,73083.33333333333
14948,35,Female,Self-Employed,442000.0,432.0,Poor,Medium,36833.333333333336
14949,48,Female,Self-Employed,202000.0,467.0,Poor,Low,16833.333333333332
14950,63,Male,Unemployed,948000.0,835.0,Excellent,High,79000.0
14951,54,Female,Self-Employed,752000.0,410.0,Poor,Medium,62666.666666666664
14952,38,Female,Salaried,455000.0,395.0,Poor,Medium,37916.666666666664
14953,31,Male,Salaried,585000.0,401.0,Poor,Medium,48750.0
14954,42,Male,Self-Employed,321000.0,393.0,Poor,Low,26750.0
14955,44,Male,Unemployed,756000.0,404.0,Poor,Medium,63000.0
14956,57,Male,Unemployed,743000.0,670.0,Good,Medium,61916.666666666664
14957,40,Male,Salaried,711000.0,360.0,Poor,Medium,59250.0
14958,48,Female,Self-Employed,44000.0,749.0,Excellent,Low,3666.6666666666665
14959,64,Male,Salaried,671000.0,582.0,Fair,Medium,55916.666666666664
14960,46,Female,Self-Employed,263000.0,393.0,Poor,Low,21916.666666666668
14961,64,Male,Salaried,868000.0,394.0,Poor,High,72333.33333333333
14962,47,Female,Unemployed,580000.0,444.0,Poor,Medium,48333.333333333336
14963,68,Female,Salaried,1257000.0,400.0,Poor,High,104750.0
14964,43,Female,Salaried,433000.0,603.0,Fair,Medium,36083.333333333336
14965,37,Female,Salaried,179000.0,857.0,Excellent,Low,14916.666666666666
14966,55,Male,Self-Employed,345000.0,436.0,Poor,Low,28750.0
14967,36,Male,Salaried,603000.0,699.0,Good,Medium,50250.0
14968,44,Male,Salaried,601000.0,653.0,Good,Medium,50083.333333333336
14969,42,Other,Self-Employed,116000.0,641.0,Fair,Low,9666.666666666666
14970,57,Female,Unemployed,792000.0,532.0,Poor,Medium,66000.0
14971,55,Female,Self-Employed,601000.0,386.0,Poor,Medium,50083.333333333336
14972,69,Female,Salaried,601000.0,785.0,Excellent,Medium,50083.333333333336
14973,40,Female,Salaried,493000.0,393.0,Poor,Medium,41083.333333333336
14974,46,Female,Salaried,601000.0,884.0,Excellent,Medium,50083.333333333336
14975,32,Male,Self-Employed,584000.0,332.0,Poor,Medium,48666.666666666664
14976,20,Male,Salaried,942000.0,742.0,Excellent,High,78500.0
14977,27,Female,Self-Employed,601000.0,407.0,Poor,Medium,50083.333333333336
14978,32,Female,Unemployed,538000.0,531.0,Poor,Medium,44833.333333333336
14979,33,Male,Salaried,1273000.0,602.0,Fair,High,106083.33333333333
14980,34,Female,Self-Employed,601000.0,512.0,Poor,Medium,50083.333333333336
14981,36,Male,Salaried,1026000.0,321.0,Poor,High,85500.0
14982,28,Male,Salaried,698000.0,856.0,Excellent,Medium,58166.666666666664
14983,65,Male,Self-Employed,586000.0,451.0,Poor,Medium,48833.333333333336
14984,22,Female,Self-Employed,601000.0,617.0,Fair,Medium,50083.333333333336
14985,22,Female,Salaried,163000.0,577.0,Fair,Low,13583.333333333334
14986,31,Female,Salaried,729000.0,440.0,Poor,Medium,60750.0
14987,67,Male,Self-Employed,601000.0,425.0,Poor,Medium,50083.333333333336
14988,43,Female,Salaried,277000.0,487.0,Poor,Low,23083.333333333332
14989,25,Male,Self-Employed,947000.0,572.0,Fair,High,78916.66666666667
14990,22,Male,Salaried,633000.0,309.0,Poor,Medium,52750.0
14991,24,Male,Salaried,601000.0,482.0,Poor,Medium,50083.333333333336
14992,33,Male,Salaried,1055000.0,546.0,Poor,High,87916.66666666667
14993,31,Male,Salaried,601000.0,638.0,Fair,Medium,50083.333333333336
14994,54,Female,Self-Employed,735000.0,376.0,Poor,Medium,61250.0
14995,58,Male,Self-Employed,796000.0,502.0,Poor,Medium,66333.33333333333
14996,21,Female,Salaried,683000.0,591.0,Fair,Medium,56916.666666666664
14997,53,Female,Self-Employed,436000.0,310.0,Poor,Medium,36333.333333333336
14998,65,Female,Salaried,1257000.0,602.0,Fair,High,104750.0
14999,34,Female,Salaried,817000.0,312.0,Poor,High,68083.33333333333
15000,64,Female,Salaried,322000.0,477.0,Poor,Low,26833.333333333332
15001,53,Female,Salaried,410000.0,784.0,Excellent,Medium,34166.666666666664
15002,23,Male,Unemployed,54000.0,745.0,Excellent,Low,4500.0
15003,33,Female,Self-Employed,552000.0,644.0,Fair,Medium,46000.0
15004,46,Male,Salaried,1220000.0,413.0,Poor,High,101666.66666666667
15005,53,Male,Salaried,175000.0,554.0,Poor,Low,14583.333333333334
15006,55,Male,Self-Employed,693000.0,877.0,Excellent,Medium,57750.0
15007,54,Female,Salaried,495000.0,745.0,Excellent,Medium,41250.0
15008,65,Female,Self-Employed,696000.0,310.0,Poor,Medium,58000.0
15009,65,Female,Salaried,601000.0,888.0,Excellent,Medium,50083.333333333336
15010,27,Male,Self-Employed,653000.0,602.0,Fair,Medium,54416.666666666664
15011,58,Male,Self-Employed,171000.0,437.0,Poor,Low,14250.0
15012,53,Male,Salaried,349000.0,591.0,Fair,Low,29083.333333333332
15013,46,Female,Salaried,478000.0,432.0,Poor,Medium,39833.333333333336
15014,31,Male,Salaried,635000.0,662.0,Good,Medium,52916.666666666664
15015,21,Female,Salaried,1007000.0,659.0,Good,High,83916.66666666667
15016,61,Female,Salaried,1250000.0,643.0,Fair,High,104166.66666666667
15017,59,Female,Self-Employed,565000.0,710.0,Good,Medium,47083.333333333336
15018,53,Female,Salaried,469000.0,712.0,Good,Medium,39083.333333333336
15019,67,Male,Salaried,645000.0,385.0,Poor,Medium,53750.0
15020,62,Female,Unemployed,684000.0,374.0,Poor,Medium,57000.0
15021,30,Female,Unemployed,1156000.0,445.0,Poor,High,96333.33333333333
15022,63,Female,Salaried,167000.0,392.0,Poor,Low,13916.666666666666
15023,35,Female,Salaried,812000.0,432.0,Poor,High,67666.66666666667
15024,50,Female,Salaried,946000.0,651.0,Good,High,78833.33333333333
15025,38,Male,Salaried,325000.0,585.0,Fair,Low,27083.333333333332
15026,33,Male,Unemployed,990000.0,896.0,Excellent,High,82500.0
15027,32,Female,Salaried,298000.0,706.0,Good,Low,24833.333333333332
15028,22,Female,Unemployed,601000.0,726.0,Excellent,Medium,50083.333333333336
15029,23,Male,Salaried,601000.0,340.0,Poor,Medium,50083.333333333336
15030,55,Female,Self-Employed,601000.0,548.0,Poor,Medium,50083.333333333336
15031,20,Male,Salaried,28000.0,602.0,Fair,Low,2333.3333333333335
15032,65,Male,Salaried,79000.0,889.0,Excellent,Low,6583.333333333333
15033,29,Male,Salaried,922000.0,571.0,Fair,High,76833.33333333333
15034,53,Male,Self-Employed,554000.0,602.0,Fair,Medium,46166.666666666664
15035,50,Female,Unemployed,713000.0,810.0,Excellent,Medium,59416.666666666664
15036,53,Female,Self-Employed,601000.0,600.0,Fair,Medium,50083.333333333336
15037,50,Female,Salaried,159000.0,743.0,Excellent,Low,13250.0
15038,48,Female,Unemployed,425000.0,784.0,Excellent,Medium,35416.666666666664
15039,38,Male,Self-Employed,588000.0,326.0,Poor,Medium,49000.0
15040,44,Female,Self-Employed,332000.0,631.0,Fair,Low,27666.666666666668
15041,44,Female,Salaried,481000.0,390.0,Poor,Medium,40083.333333333336
15042,25,Female,Self-Employed,879000.0,509.0,Poor,High,73250.0
15043,54,Male,Self-Employed,17000.0,602.0,Fair,Low,1416.6666666666667
15044,49,Female,Self-Employed,649000.0,345.0,Poor,Medium,54083.333333333336
15045,43,Other,Self-Employed,286000.0,411.0,Poor,Low,23833.333333333332
15046,19,Male,Salaried,515000.0,630.0,Fair,Medium,42916.666666666664
15047,29,Male,Salaried,524000.0,861.0,Excellent,Medium,43666.666666666664
15048,39,Male,Unemployed,633000.0,429.0,Poor,Medium,52750.0
15049,34,Male,Self-Employed,601000.0,632.0,Fair,Medium,50083.333333333336
15050,24,Female,Salaried,690000.0,805.0,Excellent,Medium,57500.0
15051,60,Female,Salaried,785000.0,813.0,Excellent,Medium,65416.666666666664
15052,21,Female,Salaried,129000.0,693.0,Good,Low,10750.0
15053,54,Female,Salaried,495000.0,511.0,Poor,Medium,41250.0
15054,55,Female,Unemployed,364000.0,494.0,Poor,Low,30333.333333333332
15055,49,Male,Salaried,80000.0,844.0,Excellent,Low,6666.666666666667
15056,28,Female,Salaried,304000.0,415.0,Poor,Low,25333.333333333332
15057,18,Female,Salaried,906000.0,529.0,Poor,High,75500.0
15058,42,Female,Self-Employed,524000.0,783.0,Excellent,Medium,43666.666666666664
15059,59,Male,Salaried,754000.0,452.0,Poor,Medium,62833.333333333336
15060,69,Male,Salaried,730000.0,807.0,Excellent,Medium,60833.333333333336
15061,41,Male,Unemployed,329000.0,323.0,Poor,Low,27416.666666666668
15062,60,Female,Self-Employed,762000.0,512.0,Poor,Medium,63500.0
15063,34,Female,Self-Employed,269000.0,338.0,Poor,Low,22416.666666666668
15064,25,Male,Salaried,817000.0,852.0,Excellent,High,68083.33333333333
15065,62,Female,Salaried,422000.0,745.0,Excellent,Medium,35166.666666666664
15066,44,Male,Salaried,601000.0,619.0,Fair,Medium,50083.333333333336
15067,69,Male,Salaried,642000.0,468.0,Poor,Medium,53500.0
15068,35,Female,Salaried,601000.0,760.0,Excellent,Medium,50083.333333333336
15069,44,Male,Unemployed,789000.0,888.0,Excellent,Medium,65750.0
15070,39,Male,Salaried,813000.0,708.0,Good,High,67750.0
15071,33,Male,Salaried,296000.0,438.0,Poor,Low,24666.666666666668
15072,19,Male,Self-Employed,1633000.0,531.0,Poor,High,136083.33333333334
15073,22,Female,Salaried,215000.0,574.0,Fair,Low,17916.666666666668
15074,35,Female,Self-Employed,815000.0,360.0,Poor,High,67916.66666666667
15075,20,Male,Unemployed,464000.0,756.0,Excellent,Medium,38666.666666666664
15076,44,Male,Salaried,699000.0,705.0,Good,Medium,58250.0
15077,34,Male,Salaried,413000.0,621.0,Fair,Medium,34416.666666666664
15078,33,Female,Salaried,1042000.0,581.0,Fair,High,86833.33333333333
15079,23,Female,Salaried,170000.0,816.0,Excellent,Low,14166.666666666666
15080,68,Male,Salaried,910000.0,836.0,Excellent,High,75833.33333333333
15081,24,Male,Salaried,26000.0,741.0,Excellent,Low,2166.6666666666665
15082,67,Male,Self-Employed,629000.0,444.0,Poor,Medium,52416.666666666664
15083,31,Male,Salaried,184000.0,372.0,Poor,Low,15333.333333333334
15084,55,Male,Self-Employed,814000.0,753.0,Excellent,High,67833.33333333333
15085,57,Female,Self-Employed,703000.0,865.0,Excellent,Medium,58583.333333333336
15086,32,Male,Self-Employed,758000.0,324.0,Poor,Medium,63166.666666666664
15087,64,Male,Salaried,519000.0,436.0,Poor,Medium,43250.0
15088,64,Female,Unemployed,521000.0,766.0,Excellent,Medium,43416.666666666664
15089,65,Female,Unemployed,559000.0,713.0,Good,Medium,46583.333333333336
15090,50,Male,Salaried,248000.0,433.0,Poor,Low,20666.666666666668
15091,60,Male,Self-Employed,1373000.0,751.0,Excellent,High,114416.66666666667
15092,44,Female,Salaried,361000.0,715.0,Good,Low,30083.333333333332
15093,46,Female,Salaried,480000.0,314.0,Poor,Medium,40000.0
15094,54,Male,Self-Employed,696000.0,859.0,Excellent,Medium,58000.0
15095,22,Male,Self-Employed,466000.0,602.0,Fair,Medium,38833.333333333336
15096,46,Male,Self-Employed,686000.0,765.0,Excellent,Medium,57166.666666666664
15097,49,Female,Salaried,45000.0,360.0,Poor,Low,3750.0
