customer_id,age,gender,employment_type,annual_income,credit_score,city_tier
8321,30,Female,Salaried,953000.0,376.0,Tier 3
8322,40,Male,Salaried,,,Tier 2
8323,33,Male,Salaried,122000.0,582.0,Tier 1
8324,47,Male,Salaried,901000.0,424.0,
8325,21,Male,Unemployed,279000.0,874.0,Tier 1
8326,57,Male,Salaried,492000.0,886.0,Tier 3
8327,33,Female,Salaried,524000.0,510.0,Tier 3
8328,48,Male,Salaried,425000.0,465.0,Tier 1
8329,59,Male,Salaried,827000.0,426.0,Tier 3
8330,42,Female,Self-Employed,,699.0,Tier 3
8331,61,Female,Salaried,881000.0,743.0,Tier 1
8332,29,Female,Salaried,771000.0,646.0,
8333,43,Male,Unemployed,481000.0,336.0,Tier 2
8334,54,Female,Salaried,,453.0,Tier 3
8335,65,Male,Unemployed,737000.0,477.0,
8336,50,Female,Salaried,945000.0,723.0,
8337,45,Male,Salaried,423000.0,381.0,Tier 1
8338,26,Male,Salaried,1128000.0,496.0,
8339,29,Female,Unemployed,5000.0,308.0,Tier 1
8340,22,Male,Salaried,26000.0,619.0,Tier 2
8341,69,Male,Self-Employed,845000.0,389.0,
8342,45,Female,Unemployed,155000.0,484.0,Tier 2
8343,52,Female,Salaried,421000.0,341.0,Tier 1
8344,22,Female,Self-Employed,576000.0,357.0,Tier 3
8345,51,Female,Salaried,609000.0,700.0,Tier 1
8346,63,Female,Self-Employed,1175000.0,536.0,Tier 3
8347,51,Female,Self-Employed,614000.0,543.0,Tier 3
8348,30,Female,Salaried,183000.0,365.0,Tier 2
8349,56,Female,Self-Employed,650000.0,792.0,Tier 1
8350,59,Female,Salaried,412000.0,767.0,Tier 1
8351,62,Male,Self-Employed,515000.0,,
8352,65,Female,Self-Employed,663000.0,343.0,Tier 1
8353,31,Male,Salaried,846000.0,517.0,
8354,28,Female,Salaried,758000.0,480.0,Tier 1
8355,59,Male,Unemployed,641000.0,307.0,
8356,55,Female,Self-Employed,926000.0,466.0,
8357,21,Male,Salaried,717000.0,791.0,Tier 3
8358,50,Female,Salaried,,875.0,Tier 3
8359,24,Male,Salaried,24000.0,521.0,Tier 3
8360,58,Male,Salaried,1090000.0,635.0,Tier 1
8361,25,Female,Salaried,363000.0,,Tier 3
8362,54,Male,Salaried,378000.0,422.0,
8363,68,Male,Salaried,728000.0,,Tier 2
8364,27,Female,Self-Employed,350000.0,660.0,Tier 2
8365,60,Other,Salaried,357000.0,862.0,
8366,32,Male,Salaried,1125000.0,836.0,Tier 2
8367,55,Male,Salaried,1078000.0,828.0,Tier 2
8368,32,Female,Self-Employed,542000.0,599.0,Tier 2
8369,22,Male,Unemployed,467000.0,446.0,Tier 2
8370,46,Male,Salaried,430000.0,324.0,
8371,36,Female,Unemployed,308000.0,361.0,
8372,68,Male,,897000.0,853.0,Tier 2
8373,27,Female,Self-Employed,673000.0,572.0,
8374,29,Female,Salaried,423000.0,510.0,Tier 1
8375,21,Female,Unemployed,1303000.0,882.0,Tier 2
8376,48,Other,Unemployed,20000.0,311.0,Tier 1
8377,35,Female,Unemployed,1067000.0,613.0,Tier 1
8378,33,Female,,269000.0,744.0,Tier 3
8379,57,Female,Salaried,1158000.0,894.0,Tier 2
8380,53,Male,Salaried,1039000.0,782.0,Tier 3
8381,42,Male,Self-Employed,241000.0,,Tier 3
8382,40,Other,Self-Employed,780000.0,446.0,
8383,29,Male,Unemployed,,399.0,Tier 2
8384,51,Male,Salaried,425000.0,424.0,Tier 1
8385,53,Female,Self-Employed,883000.0,305.0,
8386,54,Female,Unemployed,925000.0,509.0,Tier 1
8387,20,Male,Salaried,781000.0,452.0,Tier 1
8388,26,Male,Salaried,416000.0,612.0,Tier 2
8389,35,Male,Salaried,1111000.0,692.0,Tier 1
8390,60,Female,Salaried,395000.0,570.0,Tier 3
8391,52,Female,Salaried,523000.0,786.0,Tier 2
8392,51,Male,Salaried,594000.0,347.0,Tier 2
8393,58,Female,Salaried,725000.0,442.0,Tier 3
8394,31,Male,Salaried,496000.0,512.0,Tier 1
8395,21,Female,Salaried,520000.0,663.0,Tier 2
8396,46,Male,Unemployed,144000.0,,Tier 2
8397,58,Female,Self-Employed,16000.0,331.0,Tier 1
8398,62,Male,Unemployed,839000.0,620.0,Tier 1
8399,67,Male,Salaried,873000.0,699.0,Tier 2
8400,32,Male,Salaried,1382000.0,455.0,Tier 3
8401,45,Male,Salaried,658000.0,393.0,Tier 2
8402,59,Other,Salaried,285000.0,647.0,Tier 3
8403,33,Other,Unemployed,201000.0,750.0,
8404,29,Female,Salaried,373000.0,396.0,Tier 1
8405,69,Male,Salaried,721000.0,574.0,
8406,22,Male,Self-Employed,339000.0,547.0,
8407,51,Male,Self-Employed,,,
8408,59,Male,Salaried,774000.0,313.0,Tier 2
8409,18,Male,Salaried,717000.0,609.0,Tier 1
8410,56,Female,Salaried,140000.0,766.0,Tier 2
8411,49,Male,Salaried,969000.0,822.0,Tier 3
8412,43,Female,Salaried,1325000.0,493.0,Tier 1
8413,34,Female,Self-Employed,279000.0,824.0,Tier 1
8414,65,Male,Salaried,454000.0,437.0,
8415,44,Female,Salaried,262000.0,315.0,Tier 1
8416,41,Male,Unemployed,673000.0,859.0,
8417,52,Male,Salaried,760000.0,,
8418,63,Male,Salaried,579000.0,895.0,Tier 3
8419,59,Female,Unemployed,954000.0,592.0,Tier 1
8420,56,Male,Salaried,1029000.0,748.0,Tier 1
8421,43,Female,Salaried,189000.0,886.0,Tier 2
8422,66,Male,Self-Employed,657000.0,434.0,Tier 2
8423,55,Male,Salaried,724000.0,671.0,Tier 1
8424,40,Male,Self-Employed,689000.0,531.0,Tier 3
8425,39,Female,Salaried,499000.0,702.0,Tier 2
8426,21,Female,Salaried,692000.0,396.0,
8427,66,Female,Self-Employed,147000.0,569.0,
8428,26,Male,Self-Employed,1045000.0,871.0,Tier 2
8429,21,Male,Self-Employed,516000.0,590.0,Tier 1
8430,24,Female,Salaried,428000.0,891.0,Tier 3
8431,40,Male,Self-Employed,104000.0,898.0,Tier 1
8432,19,Male,Self-Employed,1122000.0,859.0,Tier 1
8433,66,Male,Self-Employed,1198000.0,675.0,
8434,41,Female,,643000.0,847.0,Tier 2
8435,57,Female,Salaried,200000.0,818.0,
8436,48,Male,Self-Employed,511000.0,596.0,Tier 1
8437,64,Female,Self-Employed,556000.0,772.0,Tier 1
8438,48,Female,Salaried,372000.0,791.0,Tier 2
8439,64,Male,Self-Employed,706000.0,538.0,Tier 1
8440,57,Male,Salaried,826000.0,802.0,Tier 1
8441,65,Female,Self-Employed,600000.0,720.0,Tier 3
8442,68,Female,Self-Employed,122000.0,319.0,Tier 1
8443,60,Male,Salaried,462000.0,620.0,Tier 1
8444,51,Female,Salaried,492000.0,786.0,Tier 3
8445,41,Female,Salaried,488000.0,584.0,Tier 3
8446,66,Female,Salaried,1030000.0,808.0,Tier 1
8447,43,Male,Salaried,544000.0,550.0,Tier 2
8448,33,Male,Self-Employed,755000.0,452.0,Tier 3
8449,64,Female,Self-Employed,1087000.0,804.0,Tier 1
8450,30,Female,Self-Employed,592000.0,811.0,Tier 1
8451,32,Male,Unemployed,600000.0,678.0,Tier 1
8452,44,Female,Salaried,637000.0,541.0,Tier 1
8453,21,Female,Unemployed,1069000.0,787.0,
8454,33,Female,Salaried,1437000.0,890.0,Tier 2
8455,47,Male,Salaried,630000.0,865.0,
8456,61,Female,Salaried,992000.0,731.0,Tier 1
8457,47,Male,Self-Employed,984000.0,520.0,Tier 3
8458,53,Male,Self-Employed,994000.0,761.0,Tier 3
8459,20,Male,Unemployed,838000.0,,Tier 2
8460,39,Male,Salaried,617000.0,685.0,Tier 2
8461,66,Male,Salaried,1082000.0,467.0,Tier 1
8462,39,Male,Salaried,84000.0,494.0,
8463,67,,Unemployed,,844.0,
8464,67,Female,Salaried,962000.0,341.0,Tier 1
8465,66,Female,Self-Employed,267000.0,758.0,Tier 1
8466,29,Female,Salaried,1209000.0,601.0,Tier 3
8467,38,Female,Salaried,247000.0,360.0,Tier 3
8468,21,Male,Salaried,907000.0,894.0,Tier 1
8469,48,Female,Salaried,218000.0,383.0,Tier 2
8470,61,Male,Salaried,864000.0,312.0,Tier 2
8471,48,Male,Salaried,317000.0,541.0,Tier 2
8472,40,Male,,835000.0,340.0,Tier 3
8473,37,Female,Salaried,614000.0,705.0,Tier 2
8474,32,Male,Self-Employed,744000.0,687.0,Tier 2
8475,40,Female,Salaried,786000.0,639.0,Tier 3
8476,45,Female,Salaried,875000.0,687.0,Tier 3
8477,33,Male,Salaried,623000.0,337.0,Tier 1
8478,54,Male,Self-Employed,625000.0,494.0,
8479,38,Female,Salaried,556000.0,467.0,
8480,32,Male,Salaried,505000.0,570.0,Tier 2
8481,34,Female,Salaried,970000.0,529.0,Tier 2
8482,67,Female,Self-Employed,664000.0,460.0,Tier 3
8483,54,Male,Self-Employed,523000.0,317.0,Tier 2
8484,30,Male,Salaried,890000.0,394.0,Tier 1
8485,36,Other,Self-Employed,820000.0,776.0,Tier 3
8486,47,Female,Salaried,987000.0,426.0,
8487,62,Male,Salaried,373000.0,347.0,Tier 3
8488,35,Male,Salaried,233000.0,736.0,Tier 3
8489,31,Female,Salaried,642000.0,363.0,Tier 2
8490,53,Male,Self-Employed,67000.0,679.0,Tier 3
8491,53,Female,Salaried,543000.0,499.0,Tier 2
8492,37,Female,Salaried,423000.0,619.0,Tier 2
8493,69,Female,Salaried,400000.0,838.0,
8494,36,Male,Salaried,25000.0,438.0,Tier 1
8495,62,Female,Salaried,706000.0,375.0,Tier 1
8496,61,Male,Self-Employed,652000.0,420.0,Tier 2
8497,24,Male,Self-Employed,566000.0,322.0,Tier 1
8498,61,Female,Unemployed,889000.0,538.0,Tier 2
8499,21,Female,Salaried,646000.0,709.0,Tier 2
8500,51,Female,Salaried,650000.0,698.0,Tier 1
8501,19,Female,Unemployed,817000.0,657.0,
8502,22,Male,Self-Employed,662000.0,396.0,Tier 1
8503,27,Male,Self-Employed,535000.0,527.0,Tier 2
8504,49,Male,Unemployed,490000.0,,Tier 2
8505,59,Male,Self-Employed,262000.0,654.0,Tier 2
8506,58,Female,Salaried,,851.0,Tier 2
8507,30,Female,Salaried,926000.0,598.0,
8508,56,Female,Self-Employed,724000.0,606.0,Tier 3
8509,22,Female,Salaried,461000.0,875.0,Tier 2
8510,27,Male,Salaried,844000.0,552.0,
8511,27,Male,,725000.0,349.0,Tier 3
8512,55,Male,,443000.0,,
8513,44,Male,Salaried,1004000.0,395.0,Tier 2
8514,68,Male,Salaried,218000.0,514.0,
8515,38,Male,Self-Employed,594000.0,493.0,Tier 1
8516,25,Other,Salaried,351000.0,646.0,Tier 2
8517,18,Male,Salaried,913000.0,554.0,Tier 2
8518,45,Female,Salaried,246000.0,,
8519,66,Male,Salaried,324000.0,482.0,Tier 1
8520,56,Male,Unemployed,1260000.0,839.0,Tier 1
8521,31,Male,Unemployed,623000.0,876.0,Tier 1
8522,38,Male,Self-Employed,823000.0,798.0,Tier 1
8523,47,Female,Unemployed,605000.0,842.0,
8524,38,Female,Self-Employed,501000.0,892.0,Tier 2
8525,66,Female,Salaried,808000.0,783.0,Tier 3
8526,26,Female,Salaried,594000.0,425.0,Tier 3
8527,34,Female,Unemployed,405000.0,825.0,Tier 1
8528,22,Female,Self-Employed,,592.0,
8529,48,Female,Salaried,934000.0,496.0,Tier 1
8530,69,Male,Self-Employed,820000.0,585.0,Tier 2
8531,57,Other,Salaried,829000.0,854.0,Tier 2
8532,55,Female,Salaried,686000.0,370.0,Tier 1
8533,60,Female,Salaried,831000.0,346.0,Tier 1
8534,36,Female,Salaried,351000.0,636.0,Tier 3
8535,53,Male,Self-Employed,726000.0,441.0,Tier 2
8536,67,Female,Self-Employed,628000.0,512.0,
8537,50,Female,Self-Employed,402000.0,346.0,Tier 3
8538,30,Female,Salaried,1146000.0,756.0,Tier 3
8539,31,Female,Self-Employed,691000.0,589.0,Tier 3
8540,50,Male,Unemployed,344000.0,725.0,Tier 3
8541,46,Male,Salaried,568000.0,750.0,
8542,60,Female,Salaried,688000.0,499.0,Tier 2
8543,66,Male,Self-Employed,943000.0,521.0,
8544,53,Female,Self-Employed,789000.0,748.0,Tier 1
8545,61,Female,Salaried,700000.0,440.0,Tier 1
8546,27,Male,Unemployed,742000.0,459.0,
8547,48,Male,Salaried,573000.0,382.0,Tier 3
8548,23,Female,Self-Employed,595000.0,877.0,Tier 1
8549,18,Male,Self-Employed,982000.0,832.0,
8550,24,Male,Salaried,,483.0,Tier 1
8551,44,Female,Salaried,1164000.0,786.0,Tier 1
8552,38,Female,Unemployed,274000.0,686.0,
8553,45,Female,Salaried,386000.0,805.0,Tier 1
8554,33,Female,Salaried,489000.0,593.0,
8555,63,Male,,,492.0,Tier 1
8556,40,Female,Salaried,,454.0,Tier 2
8557,69,Female,Salaried,437000.0,714.0,Tier 2
8558,37,Female,Salaried,732000.0,448.0,Tier 3
8559,55,Male,Salaried,339000.0,629.0,Tier 2
8560,42,Male,Salaried,736000.0,669.0,Tier 3
8561,45,Female,Self-Employed,893000.0,352.0,Tier 3
8562,22,Male,Salaried,935000.0,855.0,
8563,38,Male,Self-Employed,721000.0,641.0,Tier 3
8564,35,,Unemployed,861000.0,641.0,
8565,64,Male,Salaried,255000.0,560.0,Tier 3
8566,23,Male,Self-Employed,783000.0,624.0,Tier 2
8567,46,Male,Self-Employed,1153000.0,627.0,Tier 1
8568,36,Female,Salaried,141000.0,420.0,
8569,50,Female,Self-Employed,876000.0,,Tier 2
8570,18,Female,Salaried,736000.0,371.0,Tier 1
8571,62,Female,Salaried,,493.0,
8572,20,Female,Salaried,266000.0,576.0,Tier 1
8573,59,Female,,334000.0,407.0,Tier 2
8574,38,Male,Self-Employed,1027000.0,,Tier 1
8575,52,Male,Salaried,71000.0,401.0,Tier 3
8576,58,Male,Self-Employed,,369.0,
8577,57,Male,Self-Employed,893000.0,462.0,Tier 3
8578,20,Female,Salaried,98000.0,631.0,Tier 2
8579,42,Male,Salaried,720000.0,884.0,Tier 1
8580,62,Female,Salaried,35000.0,665.0,Tier 1
8581,55,Male,Salaried,692000.0,457.0,Tier 1
8582,62,Male,Self-Employed,555000.0,866.0,Tier 1
8583,37,Male,Self-Employed,1204000.0,476.0,
8584,69,Female,Self-Employed,228000.0,899.0,
8585,61,Female,Self-Employed,498000.0,886.0,Tier 2
8586,62,Other,Self-Employed,694000.0,798.0,
8587,51,Female,Self-Employed,144000.0,657.0,Tier 3
8588,38,Female,Self-Employed,,541.0,Tier 1
8589,65,Male,Salaried,1032000.0,590.0,
8590,40,Female,Unemployed,582000.0,762.0,Tier 1
8591,23,Female,Salaried,338000.0,559.0,Tier 3
8592,68,Male,Salaried,687000.0,493.0,Tier 1
8593,30,Male,Unemployed,488000.0,489.0,Tier 3
8594,66,Female,Salaried,510000.0,730.0,Tier 3
8595,40,Male,Unemployed,1054000.0,446.0,Tier 2
8596,26,Female,Salaried,693000.0,852.0,Tier 1
8597,34,Female,Salaried,898000.0,377.0,Tier 2
8598,19,Male,Self-Employed,693000.0,846.0,Tier 3
8599,36,Male,Salaried,408000.0,357.0,Tier 2
8600,36,Female,Self-Employed,613000.0,596.0,Tier 1
8601,24,Female,Self-Employed,988000.0,381.0,Tier 3
8602,59,Female,Self-Employed,325000.0,888.0,Tier 1
8603,59,Female,Self-Employed,532000.0,346.0,Tier 2
8604,37,Female,Unemployed,638000.0,316.0,
8605,26,Male,Self-Employed,211000.0,515.0,Tier 3
8606,34,Female,Salaried,830000.0,687.0,Tier 3
8607,44,Male,Self-Employed,725000.0,625.0,Tier 3
8608,64,Male,Salaried,136000.0,689.0,Tier 1
8609,19,Male,Salaried,448000.0,312.0,Tier 1
8610,53,Male,Self-Employed,173000.0,554.0,
8611,36,Male,Self-Employed,567000.0,863.0,Tier 1
8612,34,Female,Self-Employed,513000.0,623.0,Tier 2
8613,22,Male,Salaried,449000.0,887.0,Tier 2
8614,56,Female,Self-Employed,435000.0,502.0,Tier 2
8615,35,Female,Unemployed,333000.0,537.0,Tier 3
8616,24,Male,Salaried,559000.0,452.0,
8617,34,Male,Salaried,775000.0,539.0,Tier 2
8618,56,Male,,,584.0,
8619,53,Male,Salaried,474000.0,443.0,Tier 2
8620,57,Male,Salaried,59000.0,718.0,
8621,62,Male,Self-Employed,660000.0,565.0,Tier 2
8622,21,Male,Salaried,582000.0,453.0,Tier 1
8623,55,Male,Self-Employed,456000.0,351.0,Tier 2
8624,42,Male,Salaried,818000.0,420.0,Tier 1
8625,22,Female,Salaried,929000.0,453.0,Tier 2
8626,47,Male,,1054000.0,306.0,Tier 2
8627,29,Female,Salaried,1147000.0,430.0,Tier 1
8628,21,Male,Salaried,555000.0,882.0,
8629,41,Male,Self-Employed,1236000.0,,Tier 1
8630,46,Female,Self-Employed,471000.0,702.0,Tier 3
8631,26,Male,Salaried,620000.0,435.0,Tier 1
8632,21,Male,Unemployed,1116000.0,604.0,Tier 3
8633,68,Female,Salaried,329000.0,825.0,Tier 3
8634,41,Male,Salaried,766000.0,354.0,
8635,31,Male,Salaried,956000.0,668.0,Tier 1
8636,22,Male,Salaried,489000.0,889.0,
8637,35,Male,Salaried,541000.0,413.0,
8638,59,Male,Unemployed,1013000.0,430.0,Tier 3
8639,36,Other,Self-Employed,573000.0,448.0,
8640,29,Female,Salaried,498000.0,590.0,
8641,35,Female,Salaried,269000.0,674.0,Tier 3
8642,34,Female,Self-Employed,425000.0,711.0,
8643,47,Female,Salaried,483000.0,633.0,Tier 3
8644,41,Female,Salaried,364000.0,422.0,Tier 2
8645,28,Female,Salaried,1073000.0,526.0,Tier 3
8646,52,Male,Self-Employed,415000.0,544.0,Tier 3
8647,40,Male,Salaried,1131000.0,607.0,Tier 2
8648,34,Female,Self-Employed,1171000.0,,
8649,18,Female,Unemployed,933000.0,,Tier 3
8650,32,Male,Self-Employed,502000.0,561.0,Tier 1
8651,49,Female,Self-Employed,439000.0,830.0,Tier 1
8652,26,Female,Salaried,788000.0,604.0,Tier 2
8653,32,Male,Unemployed,,581.0,Tier 2
8654,45,Female,,660000.0,551.0,
8655,41,Female,Salaried,983000.0,831.0,
8656,52,Female,Unemployed,226000.0,873.0,
8657,39,Male,Unemployed,579000.0,509.0,
8658,44,Male,,585000.0,454.0,Tier 3
8659,36,Male,Salaried,640000.0,721.0,
8660,62,Male,Unemployed,873000.0,334.0,
8661,29,Female,Salaried,1320000.0,319.0,Tier 3
8662,37,Female,Salaried,540000.0,687.0,Tier 2
8663,18,Female,Salaried,804000.0,870.0,Tier 3
8664,38,Male,Salaried,315000.0,500.0,Tier 1
8665,66,Male,Salaried,634000.0,317.0,Tier 2
8666,62,Female,Salaried,1027000.0,479.0,Tier 1
8667,18,Male,Self-Employed,685000.0,601.0,Tier 1
8668,27,,Salaried,1142000.0,520.0,
8669,64,Female,Unemployed,418000.0,404.0,
8670,49,Female,Salaried,667000.0,596.0,
8671,56,Male,Salaried,191000.0,807.0,Tier 1
8672,39,Female,Salaried,928000.0,301.0,Tier 2
8673,35,Male,Salaried,,485.0,Tier 2
8674,65,Female,Self-Employed,635000.0,305.0,Tier 3
8675,63,Male,Salaried,1194000.0,446.0,Tier 2
8676,49,Female,Salaried,776000.0,409.0,
8677,44,Male,Salaried,,798.0,Tier 3
8678,45,Male,Salaried,51000.0,527.0,Tier 1
8679,35,Male,Salaried,273000.0,861.0,Tier 2
8680,56,Male,Salaried,741000.0,630.0,Tier 3
8681,66,Female,Self-Employed,854000.0,854.0,Tier 3
8682,46,Female,Self-Employed,582000.0,405.0,Tier 1
8683,35,Female,Salaried,237000.0,867.0,
8684,61,Male,Unemployed,,446.0,Tier 1
8685,25,Male,Salaried,522000.0,753.0,
8686,48,Male,Salaried,950000.0,660.0,
8687,51,Male,Self-Employed,864000.0,740.0,Tier 2
8688,24,Other,Salaried,690000.0,874.0,Tier 2
8689,53,Male,Salaried,918000.0,662.0,
8690,35,Female,Salaried,713000.0,790.0,Tier 1
8691,55,Female,Salaried,925000.0,825.0,
8692,26,Female,Salaried,756000.0,670.0,Tier 2
8693,26,Female,Self-Employed,715000.0,738.0,Tier 2
8694,63,Male,Self-Employed,590000.0,775.0,Tier 1
8695,25,Male,Unemployed,1179000.0,383.0,Tier 3
8696,68,Female,Salaried,735000.0,771.0,
8697,52,Female,Self-Employed,,568.0,
8698,35,Male,Unemployed,,522.0,Tier 1
8699,22,Male,Self-Employed,987000.0,502.0,
8700,31,Female,Self-Employed,560000.0,860.0,Tier 2
8701,45,Male,,671000.0,513.0,Tier 1
8702,47,Female,Unemployed,1056000.0,741.0,Tier 2
8703,21,Male,Self-Employed,,,Tier 1
8704,56,Female,Self-Employed,756000.0,633.0,Tier 3
8705,37,Female,Salaried,739000.0,834.0,Tier 2
8706,42,Female,Salaried,650000.0,857.0,Tier 1
8707,45,Male,Self-Employed,486000.0,776.0,Tier 1
8708,29,Female,Salaried,744000.0,416.0,Tier 1
8709,19,Female,Salaried,345000.0,324.0,Tier 2
8710,60,Female,Salaried,,469.0,Tier 1
8711,31,Male,Unemployed,48000.0,834.0,
8712,39,Male,Unemployed,338000.0,760.0,Tier 1
8713,48,Male,Salaried,,576.0,Tier 3
8714,40,Male,Salaried,775000.0,627.0,Tier 3
8715,65,Female,Self-Employed,809000.0,849.0,Tier 3
8716,37,Female,Salaried,311000.0,,
8717,55,Female,Salaried,625000.0,556.0,Tier 1
8718,21,Male,,918000.0,,Tier 2
8719,32,Male,Salaried,818000.0,850.0,Tier 1
8720,41,Female,Salaried,576000.0,400.0,Tier 1
8721,42,Female,Self-Employed,,529.0,Tier 3
8722,18,Female,Salaried,298000.0,782.0,Tier 1
8723,24,Female,Salaried,,650.0,Tier 3
8724,48,Female,Salaried,526000.0,481.0,Tier 3
8725,29,Female,Salaried,348000.0,792.0,Tier 2
8726,59,Female,Salaried,588000.0,450.0,Tier 1
8727,22,Female,Salaried,411000.0,649.0,Tier 2
8728,61,Male,Salaried,245000.0,713.0,Tier 2
8729,67,Female,Self-Employed,534000.0,513.0,Tier 2
8730,59,Female,,683000.0,657.0,Tier 2
8731,55,Male,Self-Employed,839000.0,738.0,Tier 2
8732,29,Male,,739000.0,477.0,Tier 1
8733,56,Female,Salaried,1320000.0,840.0,Tier 2
8734,35,Female,Salaried,680000.0,701.0,Tier 1
8735,19,,Salaried,1074000.0,,
8736,27,Male,Unemployed,672000.0,333.0,
8737,32,Male,Salaried,808000.0,435.0,Tier 2
8738,47,Male,Self-Employed,611000.0,654.0,Tier 3
8739,61,Female,Self-Employed,718000.0,764.0,Tier 2
8740,34,Female,Salaried,773000.0,386.0,
8741,21,Female,Unemployed,904000.0,429.0,Tier 1
8742,24,Male,Salaried,106000.0,684.0,
8743,58,Male,Salaried,518000.0,311.0,
8744,48,Male,,305000.0,753.0,
8745,68,Female,Self-Employed,20000.0,394.0,Tier 1
8746,56,Male,Self-Employed,,502.0,Tier 1
8747,51,Male,,519000.0,369.0,
8748,23,Male,Self-Employed,422000.0,697.0,Tier 1
8749,67,Female,Salaried,655000.0,474.0,Tier 3
8750,55,Male,,814000.0,779.0,Tier 3
8751,62,Male,Self-Employed,,867.0,Tier 1
8752,68,Female,Salaried,425000.0,,Tier 1
8753,51,Other,Unemployed,639000.0,407.0,
8754,61,Female,Salaried,864000.0,555.0,Tier 3
8755,32,Male,Self-Employed,,394.0,Tier 3
8756,31,Female,Salaried,319000.0,563.0,Tier 2
8757,23,Other,Salaried,574000.0,578.0,Tier 1
8758,67,Female,Salaried,149000.0,833.0,Tier 2
8759,54,Male,Salaried,288000.0,433.0,Tier 3
8760,67,Male,Self-Employed,990000.0,843.0,Tier 3
8761,49,Other,Self-Employed,666000.0,719.0,
8762,20,Female,Self-Employed,590000.0,853.0,Tier 2
8763,20,Female,Salaried,305000.0,413.0,Tier 2
8764,39,Male,Unemployed,475000.0,326.0,
8765,39,Female,Unemployed,192000.0,597.0,Tier 2
8766,27,Male,Salaried,512000.0,693.0,Tier 1
8767,68,Male,Salaried,67000.0,629.0,
8768,20,Female,Salaried,,693.0,Tier 3
8769,29,Male,Unemployed,330000.0,542.0,Tier 3
8770,46,Male,Unemployed,292000.0,680.0,
8771,65,Female,Salaried,567000.0,667.0,
8772,34,Male,,722000.0,408.0,Tier 3
8773,24,Female,Salaried,625000.0,839.0,Tier 3
8774,30,Female,Salaried,811000.0,820.0,Tier 3
8775,19,Female,Salaried,353000.0,637.0,Tier 1
8776,21,Female,Salaried,637000.0,607.0,Tier 1
8777,27,Female,Self-Employed,607000.0,519.0,
8778,56,Male,Self-Employed,727000.0,426.0,Tier 3
8779,41,Female,Salaried,735000.0,566.0,Tier 2
8780,34,Female,,851000.0,747.0,Tier 2
8781,69,Male,Salaried,1187000.0,,Tier 2
8782,23,Female,Salaried,560000.0,733.0,
8783,36,Male,Unemployed,264000.0,692.0,Tier 1
8784,22,Male,Unemployed,443000.0,867.0,
8785,49,Male,Self-Employed,496000.0,518.0,Tier 2
8786,27,Male,Salaried,,654.0,Tier 3
8787,26,,Self-Employed,796000.0,406.0,Tier 2
8788,44,Female,Self-Employed,677000.0,,Tier 2
8789,30,Female,Self-Employed,644000.0,470.0,Tier 3
8790,36,Female,Self-Employed,507000.0,636.0,
8791,38,Female,Self-Employed,599000.0,646.0,Tier 2
8792,41,Female,Salaried,226000.0,,Tier 3
8793,55,Female,Salaried,573000.0,645.0,Tier 1
8794,21,Male,Self-Employed,660000.0,426.0,Tier 1
8795,41,Male,Salaried,900000.0,816.0,
8796,52,Female,Salaried,144000.0,597.0,
8797,20,Other,Salaried,705000.0,895.0,Tier 3
8798,21,Female,Self-Employed,1135000.0,386.0,Tier 2
8799,54,Female,Salaried,676000.0,788.0,
8800,57,Female,Self-Employed,548000.0,521.0,Tier 2
8801,65,Female,Self-Employed,801000.0,728.0,Tier 1
8802,52,Female,Unemployed,610000.0,638.0,
8803,48,Male,Self-Employed,263000.0,847.0,Tier 1
8804,61,Male,Salaried,579000.0,890.0,Tier 3
8805,42,Female,Salaried,810000.0,579.0,Tier 1
8806,57,Male,Salaried,44000.0,692.0,
8807,30,Male,Self-Employed,483000.0,377.0,Tier 1
8808,21,Female,Unemployed,218000.0,543.0,
8809,63,Male,Salaried,583000.0,602.0,Tier 1
8810,31,Female,Salaried,773000.0,753.0,Tier 1
8811,30,Female,Salaried,539000.0,488.0,Tier 2
8812,44,Female,Unemployed,448000.0,549.0,Tier 2
8813,23,Female,Unemployed,368000.0,887.0,Tier 1
8814,34,Female,Unemployed,370000.0,730.0,
8815,53,Male,Self-Employed,787000.0,810.0,Tier 3
8816,57,Male,Salaried,766000.0,519.0,
8817,66,Female,Salaried,1107000.0,559.0,
8818,52,Female,,744000.0,796.0,
8819,34,Male,Salaried,896000.0,433.0,
8820,58,Female,Salaried,277000.0,381.0,Tier 1
8821,19,Female,Self-Employed,525000.0,822.0,Tier 2
8822,30,Male,Salaried,244000.0,308.0,Tier 3
8823,69,Female,Self-Employed,520000.0,,
8824,19,Male,Self-Employed,428000.0,448.0,
8825,69,Male,Self-Employed,687000.0,,Tier 2
8826,45,Female,Salaried,582000.0,823.0,Tier 3
8827,60,Female,Salaried,782000.0,345.0,Tier 2
8828,43,Male,Salaried,954000.0,,Tier 1
8829,39,Female,Salaried,689000.0,890.0,Tier 1
8830,64,Male,Unemployed,,314.0,
8831,60,Male,Salaried,653000.0,348.0,Tier 3
8832,20,Male,Self-Employed,1152000.0,672.0,Tier 1
8833,52,Male,Self-Employed,356000.0,874.0,Tier 1
8834,29,Male,Salaried,609000.0,417.0,
8835,41,Female,Salaried,305000.0,342.0,
8836,22,Male,Unemployed,501000.0,498.0,Tier 2
8837,37,Male,Unemployed,772000.0,488.0,
8838,56,Female,Unemployed,709000.0,508.0,Tier 2
