loan_id,months_paid,default_flag,recovered_amount,loan_amount,loan_term_months,loss_amount,interest_earned
7592,5,0,260937.5,500000,12,0.0,260937.5
7593,8,0,37993.36,100000,24,0.0,37993.36
7595,20,0,145844.4,200000,36,0.0,145844.4
7596,4,0,62316.68,500000,36,0.0,62316.68
7597,8,0,271911.12,500000,18,0.0,271911.12
7598,3,0,29067.51,100000,12,0.0,29067.51
7599,1,0,15003.33,200000,18,0.0,15003.33
7601,30,0,200000.0,200000,24,0.0,200000.0
7602,6,0,300000.0,300000,6,0.0,300000.0
7603,21,0,76329.12,100000,36,0.0,76329.12
7604,11,0,68713.37,100000,18,0.0,68713.37
7605,10,1,114848.72,300000,12,185151.28,114848.72
7606,8,0,200000.0,200000,6,0.0,200000.0
7607,28,0,261356.76,300000,36,0.0,261356.76
7608,11,1,43748.96,200000,36,156251.04,43748.96
7609,1,1,5650.38,50000,6,44349.62,5650.38
7610,14,0,100000.0,100000,12,0.0,100000.0
7611,2,0,52616.66,500000,24,0.0,52616.66
7612,1,0,24312.5,500000,24,0.0,24312.5
7613,22,1,23958.92,50000,36,26041.08,23958.92
7615,8,0,300000.0,300000,6,0.0,300000.0
7616,14,0,50372.84,100000,36,0.0,50372.84
7617,16,0,167813.28,300000,36,0.0,167813.28
7618,21,1,47339.57,50000,18,2660.4300000000003,47339.57
7619,16,0,50000.0,50000,12,0.0,50000.0
7620,4,0,43320.0,300000,36,0.0,43320.0
7621,19,0,65613.27,100000,36,0.0,65613.27
7622,7,0,500000.0,500000,6,0.0,500000.0
7623,6,0,43540.02,200000,36,0.0,43540.02
7625,20,0,100000.0,100000,18,0.0,100000.0
7626,2,0,73550.0,500000,18,0.0,73550.0
7627,14,0,191488.92,200000,18,0.0,191488.92
7628,11,0,200000.0,200000,6,0.0,200000.0
7629,15,0,500000.0,500000,12,0.0,500000.0
7630,15,0,100000.0,100000,18,0.0,100000.0
7631,29,0,100000.0,100000,24,0.0,100000.0
7633,14,0,91770.0,200000,36,0.0,91770.0
7634,35,0,500000.0,500000,36,0.0,500000.0
7635,11,0,297412.5,500000,24,0.0,297412.5
7636,13,0,488186.14,500000,18,0.0,488186.14
7637,12,0,200000.0,200000,12,0.0,200000.0
7638,32,1,245804.76,300000,36,54195.23999999999,245804.76
7639,8,0,249260.0,300000,12,0.0,249260.0
7640,9,0,46398.78,50000,12,0.0,46398.78
7641,9,0,300000.0,300000,6,0.0,300000.0
7642,10,0,153975.0,300000,24,0.0,153975.0
7643,2,0,39863.34,100000,6,0.0,39863.34
7644,25,0,42989.5,50000,36,0.0,42989.5
7645,15,0,500000.0,500000,12,0.0,500000.0
7646,11,0,500000.0,500000,6,0.0,500000.0
7647,38,0,100000.0,100000,36,0.0,100000.0
7648,12,0,89926.68,100000,18,0.0,89926.68
7649,2,0,10789.16,50000,12,0.0,10789.16
7650,1,0,5596.25,100000,24,0.0,5596.25
7651,12,0,82006.68,100000,18,0.0,82006.68
7652,18,0,200000.0,200000,18,0.0,200000.0
7653,9,0,100000.0,100000,6,0.0,100000.0
7654,5,0,24562.5,100000,24,0.0,24562.5
7655,5,0,33936.1,200000,36,0.0,33936.1
7656,21,0,50000.0,50000,18,0.0,50000.0
7657,6,0,200000.0,200000,6,0.0,200000.0
7658,26,0,100000.0,100000,24,0.0,100000.0
7659,30,0,200000.0,200000,24,0.0,200000.0
7660,17,0,200000.0,200000,18,0.0,200000.0
7661,5,0,300000.0,300000,6,0.0,300000.0
7662,10,0,50000.0,50000,12,0.0,50000.0
7663,15,0,500000.0,500000,12,0.0,500000.0
7665,8,0,44583.36,50000,12,0.0,44583.36
7666,3,0,318950.01,500000,6,0.0,318950.01
7667,34,0,200000.0,200000,36,0.0,200000.0
7668,15,0,100000.0,100000,18,0.0,100000.0
7669,16,0,200000.0,200000,18,0.0,200000.0
7670,30,0,50000.0,50000,24,0.0,50000.0
7671,7,0,71335.81,200000,24,0.0,71335.81
7672,9,0,316350.0,500000,18,0.0,316350.0
7673,8,0,78380.0,100000,12,0.0,78380.0
7674,4,0,13982.24,100000,36,0.0,13982.24
7675,35,0,300000.0,300000,36,0.0,300000.0
7676,19,0,96274.52,100000,24,0.0,96274.52
7677,27,0,100000.0,100000,24,0.0,100000.0
7678,14,0,500000.0,500000,12,0.0,500000.0
7679,19,1,447540.2,500000,18,52459.79999999999,447540.2
7681,2,0,112570.0,300000,6,0.0,112570.0
7682,4,0,38713.32,50000,6,0.0,38713.32
7684,6,0,300000.0,300000,6,0.0,300000.0
7685,18,0,50000.0,50000,12,0.0,50000.0
7686,4,0,84080.0,100000,6,0.0,84080.0
7687,8,0,41956.64,100000,24,0.0,41956.64
7688,1,0,96266.67,500000,6,0.0,96266.67
7689,1,1,13862.05,100000,6,86137.95,13862.05
7690,7,0,300000.0,300000,6,0.0,300000.0
7691,5,0,18504.15,100000,36,0.0,18504.15
7692,16,0,300000.0,300000,18,0.0,300000.0
7693,4,0,6642.76,50000,36,0.0,6642.76
7694,33,0,300000.0,300000,36,0.0,300000.0
7695,16,0,100000.0,100000,12,0.0,100000.0
7696,4,0,12846.68,100000,36,0.0,12846.68
7697,6,0,33760.02,50000,12,0.0,33760.02
7698,4,0,139200.0,500000,18,0.0,139200.0
7699,25,1,168921.39,300000,36,131078.61,168921.39
7700,11,0,200000.0,200000,6,0.0,200000.0
7701,8,0,300000.0,300000,6,0.0,300000.0
7702,16,1,111644.07,200000,18,88355.93,111644.07
7703,4,0,38750.0,200000,24,0.0,38750.0
7704,17,0,500000.0,500000,18,0.0,500000.0
7706,23,0,500000.0,500000,18,0.0,500000.0
7707,7,0,300000.0,300000,6,0.0,300000.0
7708,2,0,3205.84,50000,36,0.0,3205.84
7709,7,1,181050.93,500000,12,318949.07,181050.93
7710,1,1,10489.98,100000,6,89510.02,10489.98
7711,2,0,20716.66,100000,12,0.0,20716.66
7712,21,0,50000.0,50000,24,0.0,50000.0
7713,6,0,112639.98,300000,18,0.0,112639.98
7714,23,0,218097.5,300000,36,0.0,218097.5
7715,3,1,3771.97,50000,24,46228.03,3771.97
7716,3,1,25363.34,50000,6,24636.66,25363.34
7717,1,0,15133.75,300000,24,0.0,15133.75
7718,6,0,500000.0,500000,6,0.0,500000.0
7719,12,0,500000.0,500000,6,0.0,500000.0
7720,20,0,200000.0,200000,18,0.0,200000.0
7721,1,0,14236.67,200000,18,0.0,14236.67
7722,12,0,300000.0,300000,6,0.0,300000.0
7723,42,0,50000.0,50000,36,0.0,50000.0
7725,33,0,300000.0,300000,36,0.0,300000.0
7726,2,0,123660.0,300000,6,0.0,123660.0
7727,1,0,10292.5,50000,6,0.0,10292.5
7728,11,0,37678.08,50000,18,0.0,37678.08
7729,38,0,100000.0,100000,36,0.0,100000.0
7730,10,0,157912.5,300000,24,0.0,157912.5
7731,8,1,200000.0,200000,6,0.0,200000.0
7732,39,0,50000.0,50000,36,0.0,50000.0
7733,10,1,50000.0,50000,6,0.0,50000.0
7735,2,0,25144.44,200000,18,0.0,25144.44
7736,5,0,257020.85,500000,12,0.0,257020.85
7738,1,0,27839.58,500000,24,0.0,27839.58
7739,8,0,218283.36,500000,24,0.0,218283.36
7740,24,0,300000.0,300000,18,0.0,300000.0
7741,26,1,172621.25,500000,36,327378.75,172621.25
7742,17,0,300000.0,300000,18,0.0,300000.0
7743,12,0,60159.96,100000,24,0.0,60159.96
7744,1,0,36202.78,500000,18,0.0,36202.78
7745,2,0,37783.34,100000,6,0.0,37783.34
7746,3,1,9044.18,50000,12,40955.82,9044.18
7747,1,0,3738.61,50000,18,0.0,3738.61
7748,37,0,100000.0,100000,36,0.0,100000.0
7749,13,0,212793.75,300000,24,0.0,212793.75
7750,20,0,340916.6,500000,36,0.0,340916.6
7751,7,0,300000.0,300000,6,0.0,300000.0
7752,1,0,40080.0,200000,6,0.0,40080.0
7753,2,0,119230.0,300000,6,0.0,119230.0
7754,13,0,322725.0,500000,24,0.0,322725.0
7755,13,1,17007.74,50000,36,32992.259999999995,17007.74
7756,6,1,144823.7,500000,18,355176.3,144823.7
7757,5,0,99000.0,100000,6,0.0,99000.0
7759,10,0,500000.0,500000,12,0.0,500000.0
7760,29,0,100000.0,100000,24,0.0,100000.0
7761,6,0,50000.0,50000,6,0.0,50000.0
7762,6,0,11155.86,50000,36,0.0,11155.86
7763,13,0,48782.5,50000,18,0.0,48782.5
7764,8,0,89020.0,300000,36,0.0,89020.0
7765,6,1,110700.13,200000,12,89299.87,110700.13
7766,28,0,200000.0,200000,24,0.0,200000.0
7767,25,0,100000.0,100000,24,0.0,100000.0
7769,1,0,4814.58,100000,24,0.0,4814.58
7770,18,0,190184.94,200000,24,0.0,190184.94
7771,2,0,12467.78,100000,18,0.0,12467.78
7772,4,0,14637.76,100000,36,0.0,14637.76
7773,27,0,300000.0,300000,36,0.0,300000.0
7774,6,0,500000.0,500000,6,0.0,500000.0
7775,11,1,130360.37,200000,18,69639.63,130360.37
7776,4,0,131911.12,500000,18,0.0,131911.12
7777,2,1,27090.81,200000,12,172909.19,27090.81
7778,39,0,50000.0,50000,36,0.0,50000.0
7779,3,1,70150.7,300000,12,229849.3,70150.7
7780,12,1,139381.7,300000,12,160618.3,139381.7
7781,8,1,92256.17,500000,18,407743.83,92256.17
7782,9,1,75306.59,100000,12,24693.410000000003,75306.59
7783,4,1,36622.41,300000,36,263377.58999999997,36622.41
7784,22,0,375588.84,500000,36,0.0,375588.84
7785,6,0,119940.0,300000,18,0.0,119940.0
7786,4,1,47393.08,200000,18,152606.91999999998,47393.08
7787,5,1,49501.56,100000,6,50498.44,49501.56
7788,10,0,35925.0,100000,36,0.0,35925.0
7789,3,0,60990.0,100000,6,0.0,60990.0
7790,11,0,280591.63,500000,24,0.0,280591.63
7791,8,0,15078.88,50000,36,0.0,15078.88
7792,26,0,289250.0,300000,36,0.0,289250.0
7793,5,0,24099.97,50000,18,0.0,24099.97
7794,1,0,33019.44,500000,18,0.0,33019.44
7795,19,0,100000.0,100000,18,0.0,100000.0
7796,30,0,50000.0,50000,24,0.0,50000.0
7797,11,0,300000.0,300000,12,0.0,300000.0
7798,4,0,88553.32,100000,6,0.0,88553.32
7799,22,0,300000.0,300000,24,0.0,300000.0
7800,3,0,41480.01,200000,18,0.0,41480.01
7801,15,0,50000.0,50000,12,0.0,50000.0
7802,11,0,233310.0,300000,18,0.0,233310.0
7803,11,1,10972.17,50000,24,39027.83,10972.17
7804,7,1,11766.76,100000,24,88233.24,11766.76
7805,17,0,300000.0,300000,12,0.0,300000.0
7806,10,0,221550.0,300000,18,0.0,221550.0
7807,3,0,32799.99,50000,6,0.0,32799.99
7808,7,0,50000.0,50000,6,0.0,50000.0
7809,22,0,100000.0,100000,24,0.0,100000.0
7810,25,0,50000.0,50000,24,0.0,50000.0
7811,26,1,115982.69,200000,36,84017.31,115982.69
7812,3,0,60519.99,300000,18,0.0,60519.99
7813,5,0,189866.65,200000,6,0.0,189866.65
7814,17,0,500000.0,500000,12,0.0,500000.0
7815,9,0,16814.97,50000,36,0.0,16814.97
7816,5,1,92800.39,300000,6,207199.61,92800.39
7817,2,0,14668.88,200000,36,0.0,14668.88
7818,10,0,186305.6,500000,36,0.0,186305.6
7819,1,0,6456.11,200000,36,0.0,6456.11
7820,15,0,424249.95,500000,24,0.0,424249.95
7821,7,0,134983.31,200000,12,0.0,134983.31
7822,13,1,99644.83,100000,12,355.16999999999825,99644.83
7823,4,0,104441.68,500000,24,0.0,104441.68
7824,10,0,97525.0,100000,12,0.0,97525.0
7825,21,1,59733.62,100000,24,40266.38,59733.62
7826,28,0,200000.0,200000,24,0.0,200000.0
7827,14,0,300000.0,300000,12,0.0,300000.0
7828,20,0,500000.0,500000,18,0.0,500000.0
7829,26,0,100000.0,100000,24,0.0,100000.0
7830,18,0,57794.94,100000,36,0.0,57794.94
7831,6,0,184155.0,300000,12,0.0,184155.0
7832,2,1,66718.7,300000,6,233281.3,66718.7
7833,10,0,489416.7,500000,12,0.0,489416.7
7834,3,0,43839.99,200000,18,0.0,43839.99
7835,12,0,200000.0,200000,12,0.0,200000.0
7836,3,0,16576.26,100000,24,0.0,16576.26
7837,17,0,50000.0,50000,18,0.0,50000.0
7838,21,0,351604.26,500000,36,0.0,351604.26
7839,9,0,25237.53,50000,24,0.0,25237.53
7840,11,0,70943.84,100000,18,0.0,70943.84
7841,10,1,300000.0,300000,6,0.0,300000.0
7842,2,0,43643.34,100000,6,0.0,43643.34
7843,7,1,31612.77,100000,18,68387.23,31612.77
7844,9,0,280147.5,300000,12,0.0,280147.5
7845,20,0,300000.0,300000,24,0.0,300000.0
7846,22,0,200000.0,200000,24,0.0,200000.0
7847,12,1,500000.0,500000,6,0.0,500000.0
7848,19,0,500000.0,500000,18,0.0,500000.0
7849,5,0,73493.75,300000,24,0.0,73493.75
7850,6,0,200000.0,200000,6,0.0,200000.0
7851,22,0,200000.0,200000,18,0.0,200000.0
7852,12,0,300000.0,300000,12,0.0,300000.0
7853,5,0,100000.0,100000,6,0.0,100000.0
7854,9,0,29700.0,100000,36,0.0,29700.0
7856,14,0,300000.0,300000,12,0.0,300000.0
7857,1,0,7475.56,200000,36,0.0,7475.56
7858,16,0,180013.28,200000,24,0.0,180013.28
7859,4,0,40633.32,300000,36,0.0,40633.32
7860,14,0,100000.0,100000,12,0.0,100000.0
7861,12,1,49097.46,50000,12,902.5400000000009,49097.46
7862,11,1,32204.85,50000,12,17795.15,32204.85
7863,8,1,121304.64,500000,24,378695.36,121304.64
7864,13,0,63889.54,100000,24,0.0,63889.54
7865,9,0,14961.24,50000,36,0.0,14961.24
7866,12,0,50000.0,50000,6,0.0,50000.0
7867,13,0,200000.0,200000,12,0.0,200000.0
7869,8,0,82520.0,300000,36,0.0,82520.0
7870,4,0,11329.16,50000,24,0.0,11329.16
7871,8,0,170453.36,300000,18,0.0,170453.36
7872,6,0,213383.34,500000,18,0.0,213383.34
7873,22,1,300000.0,300000,18,0.0,300000.0
7874,4,0,180573.32,200000,6,0.0,180573.32
7875,11,0,200000.0,200000,12,0.0,200000.0
7876,6,0,300000.0,300000,6,0.0,300000.0
7877,14,0,193402.16,200000,18,0.0,193402.16
7878,9,1,148939.52,500000,18,351060.48,148939.52
7879,3,0,38379.99,200000,18,0.0,38379.99
7880,14,0,26176.08,50000,36,0.0,26176.08
7881,5,0,483083.35,500000,6,0.0,483083.35
7882,11,0,200000.0,200000,6,0.0,200000.0
7883,7,1,21777.34,100000,18,78222.66,21777.34
7884,9,0,200000.0,200000,6,0.0,200000.0
7885,15,0,50000.0,50000,12,0.0,50000.0
7886,4,0,86906.68,300000,18,0.0,86906.68
7887,30,0,50000.0,50000,36,0.0,50000.0
7888,1,1,1204.86,50000,18,48795.14,1204.86
7889,3,0,87105.01,100000,6,0.0,87105.01
7891,17,0,413702.14,500000,24,0.0,413702.14
7892,12,0,50000.0,50000,6,0.0,50000.0
7893,2,1,8711.2,50000,6,41288.8,8711.2
7894,4,0,13387.76,100000,36,0.0,13387.76
7895,3,1,304992.98,500000,6,195007.02000000002,304992.98
7896,1,0,21098.33,300000,18,0.0,21098.33
7897,10,0,74277.8,100000,18,0.0,74277.8
7898,23,0,36439.13,50000,36,0.0,36439.13
7899,14,0,50000.0,50000,18,0.0,50000.0
7900,17,0,55859.11,100000,36,0.0,55859.11
7901,16,0,300000.0,300000,12,0.0,300000.0
7902,3,0,152975.01,500000,12,0.0,152975.01
7903,1,0,93840.0,300000,6,0.0,93840.0
7904,4,0,39656.68,100000,12,0.0,39656.68
7905,9,0,43357.5,50000,12,0.0,43357.5
7907,7,0,146358.31,200000,12,0.0,146358.31
7908,26,0,408850.0,500000,36,0.0,408850.0
7909,8,0,20980.0,50000,24,0.0,20980.0
7910,6,0,200000.0,200000,6,0.0,200000.0
7912,23,0,100000.0,100000,24,0.0,100000.0
7913,6,1,46179.28,100000,12,53820.72,46179.28
7914,17,1,139012.46,300000,24,160987.54,139012.46
7915,2,0,90246.66,200000,6,0.0,90246.66
7916,4,1,7045.54,50000,12,42954.46,7045.54
7917,2,0,190350.0,500000,6,0.0,190350.0
7918,12,1,191342.48,300000,18,108657.51999999999,191342.48
7919,2,0,9557.5,50000,12,0.0,9557.5
7920,5,0,27150.0,50000,12,0.0,27150.0
7922,11,1,106661.42,200000,24,93338.58,106661.42
7923,5,0,47245.85,200000,24,0.0,47245.85
7924,13,0,65319.54,100000,24,0.0,65319.54
7925,14,0,50000.0,50000,12,0.0,50000.0
7926,20,0,50000.0,50000,24,0.0,50000.0
7927,9,0,500000.0,500000,6,0.0,500000.0
7928,6,1,6446.7,50000,24,43553.3,6446.7
7929,37,0,50000.0,50000,36,0.0,50000.0
7930,5,1,8538.39,100000,24,91461.61,8538.39
7931,26,0,40563.64,50000,36,0.0,40563.64
7932,29,0,300000.0,300000,24,0.0,300000.0
7933,18,0,500000.0,500000,12,0.0,500000.0
7934,28,1,83526.81,100000,24,16473.190000000002,83526.81
7935,20,0,300000.0,300000,18,0.0,300000.0
7936,3,0,5447.91,50000,36,0.0,5447.91
7937,10,0,50000.0,50000,6,0.0,50000.0
7938,15,0,100000.0,100000,12,0.0,100000.0
7939,30,0,50000.0,50000,24,0.0,50000.0
7940,5,0,181500.0,500000,18,0.0,181500.0
7941,1,0,17866.67,500000,36,0.0,17866.67
7942,9,0,58920.03,100000,18,0.0,58920.03
7943,7,0,19276.25,50000,24,0.0,19276.25
7944,14,0,500000.0,500000,18,0.0,500000.0
7945,35,1,40133.79,100000,36,59866.21,40133.79
7946,7,0,200000.0,200000,6,0.0,200000.0
7947,10,0,27804.2,50000,24,0.0,27804.2
7948,25,0,93097.25,100000,36,0.0,93097.25
7949,4,1,10178.78,100000,36,89821.22,10178.78
7950,5,1,8465.89,100000,24,91534.11,8465.89
7951,4,0,220316.68,500000,12,0.0,220316.68
7952,2,0,41590.0,100000,6,0.0,41590.0
7953,4,0,20311.68,100000,24,0.0,20311.68
7954,22,0,200000.0,200000,18,0.0,200000.0
7955,17,0,300000.0,300000,18,0.0,300000.0
7956,12,0,100000.0,100000,6,0.0,100000.0
7957,30,0,300000.0,300000,24,0.0,300000.0
7958,18,0,94350.06,100000,24,0.0,94350.06
7959,28,0,45982.16,50000,36,0.0,45982.16
7960,23,0,500000.0,500000,18,0.0,500000.0
7961,16,0,50000.0,50000,12,0.0,50000.0
7962,19,0,200000.0,200000,24,0.0,200000.0
7963,13,0,33025.46,50000,24,0.0,33025.46
7964,7,0,200000.0,200000,6,0.0,200000.0
7965,11,0,104344.13,300000,36,0.0,104344.13
7966,3,0,194940.0,300000,6,0.0,194940.0
7967,21,0,200000.0,200000,18,0.0,200000.0
7968,1,0,22305.0,200000,12,0.0,22305.0
7969,16,0,450900.0,500000,24,0.0,450900.0
7970,11,0,200000.0,200000,12,0.0,200000.0
7971,10,0,50000.0,50000,6,0.0,50000.0
7972,19,1,200000.0,200000,18,0.0,200000.0
7973,23,1,200000.0,200000,18,0.0,200000.0
7974,1,0,28172.5,300000,12,0.0,28172.5
7975,2,0,4759.58,50000,24,0.0,4759.58
7976,1,0,9637.5,100000,12,0.0,9637.5
7977,12,0,201716.64,500000,36,0.0,201716.64
7978,5,0,200000.0,200000,6,0.0,200000.0
7979,14,0,300000.0,300000,12,0.0,300000.0
7980,21,0,500000.0,500000,18,0.0,500000.0
7981,7,0,26176.08,50000,18,0.0,26176.08
7982,5,1,31327.86,300000,36,268672.14,31327.86
7983,20,0,36316.6,50000,36,0.0,36316.6
7985,13,0,88024.43,100000,18,0.0,88024.43
7986,7,1,8576.22,50000,36,41423.78,8576.22
7987,13,0,321018.75,500000,24,0.0,321018.75
7988,19,1,37474.55,50000,24,12525.449999999997,37474.55
7989,10,0,223783.3,300000,18,0.0,223783.3
7990,10,0,500000.0,500000,6,0.0,500000.0
7991,10,0,70138.9,100000,18,0.0,70138.9
7992,5,0,135385.4,500000,24,0.0,135385.4
7993,11,1,156060.16,200000,6,43939.84,156060.16
7994,4,1,31720.64,300000,18,268279.36,31720.64
7995,4,0,41130.0,100000,12,0.0,41130.0
7996,8,0,50000.0,50000,6,0.0,50000.0
7997,24,1,300000.0,300000,18,0.0,300000.0
7998,20,1,142310.06,200000,18,57689.94,142310.06
7999,5,0,99591.65,100000,6,0.0,99591.65
8000,2,1,13819.73,100000,12,86180.27,13819.73
8001,6,1,411604.7,500000,6,88395.29999999999,411604.7
8003,42,0,50000.0,50000,36,0.0,50000.0
8004,5,0,200000.0,200000,6,0.0,200000.0
8005,20,1,76872.95,100000,18,23127.050000000003,76872.95
8006,12,0,397466.64,500000,18,0.0,397466.64
8007,17,0,200000.0,200000,12,0.0,200000.0
8008,22,0,159585.58,200000,36,0.0,159585.58
8009,28,0,96133.24,100000,36,0.0,96133.24
8010,15,0,165787.5,200000,24,0.0,165787.5
8012,30,0,200000.0,200000,24,0.0,200000.0
8013,12,1,239131.57,300000,6,60868.42999999999,239131.57
8014,8,0,500000.0,500000,6,0.0,500000.0
8015,38,1,300000.0,300000,36,0.0,300000.0
8016,11,0,200000.0,200000,6,0.0,200000.0
8017,23,0,500000.0,500000,24,0.0,500000.0
8018,6,0,134389.98,200000,18,0.0,134389.98
8019,6,0,11269.14,50000,36,0.0,11269.14
8020,27,1,50822.38,100000,36,49177.62,50822.38
8021,20,0,200000.0,200000,18,0.0,200000.0
8022,15,0,146387.55,300000,36,0.0,146387.55
8023,3,0,67640.01,200000,12,0.0,67640.01
8024,3,0,33822.51,300000,36,0.0,33822.51
8025,7,1,300000.0,300000,6,0.0,300000.0
8026,3,0,166625.01,500000,12,0.0,166625.01
8027,11,0,100000.0,100000,6,0.0,100000.0
8028,37,0,500000.0,500000,36,0.0,500000.0
8029,35,0,100000.0,100000,36,0.0,100000.0
8030,4,0,10562.48,50000,24,0.0,10562.48
8031,29,0,50000.0,50000,24,0.0,50000.0
8032,1,1,8780.37,100000,12,91219.63,8780.37
8033,26,1,190261.68,200000,24,9738.320000000007,190261.68
8034,9,0,500000.0,500000,6,0.0,500000.0
8035,17,0,50000.0,50000,12,0.0,50000.0
8036,17,0,158992.5,300000,36,0.0,158992.5
8037,18,0,50000.0,50000,12,0.0,50000.0
8038,36,0,50000.0,50000,36,0.0,50000.0
8039,22,0,300000.0,300000,24,0.0,300000.0
8040,10,0,500000.0,500000,6,0.0,500000.0
8041,19,0,33170.77,50000,36,0.0,33170.77
8042,7,1,133158.58,500000,12,366841.42000000004,133158.58
8043,23,0,300000.0,300000,18,0.0,300000.0
8044,10,0,300000.0,300000,12,0.0,300000.0
8045,16,0,151226.72,200000,24,0.0,151226.72
8046,12,1,53312.97,200000,24,146687.03,53312.97
8047,16,0,81500.0,100000,24,0.0,81500.0
8048,3,0,19026.66,200000,36,0.0,19026.66
8049,15,0,238479.15,500000,36,0.0,238479.15
8050,1,0,62930.0,300000,6,0.0,62930.0
8051,15,0,48604.2,50000,18,0.0,48604.2
8052,18,1,59957.96,100000,24,40042.04,59957.96
8053,13,0,300000.0,300000,12,0.0,300000.0
8054,11,0,60628.37,100000,24,0.0,60628.37
8055,12,0,160386.72,200000,18,0.0,160386.72
8056,19,0,62172.18,100000,36,0.0,62172.18
8057,18,0,50000.0,50000,24,0.0,50000.0
8058,5,0,200000.0,200000,6,0.0,200000.0
8059,29,0,100000.0,100000,24,0.0,100000.0
8060,6,0,42513.36,100000,18,0.0,42513.36
8061,13,0,300000.0,300000,12,0.0,300000.0
8062,32,0,500000.0,500000,36,0.0,500000.0
8063,10,1,21870.36,50000,18,28129.64,21870.36
8064,24,0,100000.0,100000,24,0.0,100000.0
8065,7,0,34025.81,100000,24,0.0,34025.81
8066,17,0,100000.0,100000,12,0.0,100000.0
8067,7,0,150185.0,200000,12,0.0,150185.0
8068,10,0,489750.0,500000,12,0.0,489750.0
8069,7,0,72298.31,100000,12,0.0,72298.31
8070,11,0,500000.0,500000,6,0.0,500000.0
8072,16,0,200000.0,200000,12,0.0,200000.0
8074,14,1,98383.04,100000,12,1616.9600000000064,98383.04
8075,21,0,388762.5,500000,36,0.0,388762.5
8076,10,0,200000.0,200000,6,0.0,200000.0
8077,9,0,300000.0,300000,6,0.0,300000.0
8078,5,0,17022.2,100000,36,0.0,17022.2
8079,4,0,173426.68,200000,6,0.0,173426.68
8080,20,0,300000.0,300000,24,0.0,300000.0
8081,18,0,300000.0,300000,18,0.0,300000.0
8082,6,1,13335.98,100000,24,86664.02,13335.98
8083,30,0,500000.0,500000,24,0.0,500000.0
8084,9,0,100000.0,100000,6,0.0,100000.0
8085,5,0,26479.15,100000,24,0.0,26479.15
8086,21,0,356679.12,500000,36,0.0,356679.12
8087,18,0,100000.0,100000,12,0.0,100000.0
8089,13,0,362483.29,500000,24,0.0,362483.29
8090,16,1,500000.0,500000,12,0.0,500000.0
8091,18,0,200000.0,200000,12,0.0,200000.0
8092,4,0,67211.12,500000,36,0.0,67211.12
8093,4,0,90086.68,300000,18,0.0,90086.68
8094,6,0,50000.0,50000,6,0.0,50000.0
8095,16,1,170355.28,300000,36,129644.72,170355.28
8096,10,0,25350.0,50000,24,0.0,25350.0
8097,7,0,72251.69,200000,24,0.0,72251.69
8098,24,0,175853.28,200000,36,0.0,175853.28
8099,34,0,300000.0,300000,36,0.0,300000.0
8100,4,1,134195.37,500000,6,365804.63,134195.37
8101,18,0,200000.0,200000,12,0.0,200000.0
8102,1,0,58025.0,300000,6,0.0,58025.0
8103,17,0,500000.0,500000,12,0.0,500000.0
8104,10,0,99233.3,300000,36,0.0,99233.3
8105,39,0,300000.0,300000,36,0.0,300000.0
8107,6,0,79793.34,200000,18,0.0,79793.34
8108,15,0,300000.0,300000,18,0.0,300000.0
8109,27,0,300000.0,300000,24,0.0,300000.0
8111,8,0,134560.0,300000,24,0.0,134560.0
8112,9,0,96292.53,100000,12,0.0,96292.53
8113,6,0,95820.0,300000,24,0.0,95820.0
8114,3,0,29019.99,100000,12,0.0,29019.99
8115,9,0,153562.5,500000,36,0.0,153562.5
8117,10,0,50000.0,50000,6,0.0,50000.0
8118,11,0,500000.0,500000,6,0.0,500000.0
8119,8,0,90286.64,100000,12,0.0,90286.64
8120,5,0,55908.35,200000,24,0.0,55908.35
8121,2,0,111066.66,500000,12,0.0,111066.66
8122,18,0,500000.0,500000,18,0.0,500000.0
8123,5,1,34249.64,200000,24,165750.36,34249.64
8124,21,0,373625.07,500000,36,0.0,373625.07
8125,11,0,40956.63,50000,18,0.0,40956.63
8126,39,1,129026.9,200000,36,70973.1,129026.9
8127,20,0,200000.0,200000,24,0.0,200000.0
8128,1,1,4971.49,200000,36,195028.51,4971.49
8129,2,1,16673.68,200000,12,183326.32,16673.68
8130,40,0,100000.0,100000,36,0.0,100000.0
8132,3,0,180405.0,300000,6,0.0,180405.0
8133,8,0,166693.36,300000,18,0.0,166693.36
8134,42,0,300000.0,300000,36,0.0,300000.0
8135,8,0,206766.64,500000,24,0.0,206766.64
8136,22,0,147290.0,200000,36,0.0,147290.0
8137,11,0,500000.0,500000,12,0.0,500000.0
8138,7,0,135088.31,300000,18,0.0,135088.31
8139,27,0,84809.97,100000,36,0.0,84809.97
8140,42,0,300000.0,300000,36,0.0,300000.0
8141,18,0,100000.0,100000,12,0.0,100000.0
8142,27,1,42509.44,100000,36,57490.56,42509.44
8143,5,1,200000.0,200000,6,0.0,200000.0
8145,7,0,66220.0,300000,36,0.0,66220.0
8146,7,0,46635.54,100000,18,0.0,46635.54
8147,6,0,200000.0,200000,6,0.0,200000.0
8148,15,0,500000.0,500000,12,0.0,500000.0
8149,20,0,200000.0,200000,24,0.0,200000.0
8150,8,0,500000.0,500000,6,0.0,500000.0
8152,28,0,500000.0,500000,24,0.0,500000.0
8153,3,0,31307.49,200000,24,0.0,31307.49
8155,38,1,50000.0,50000,36,0.0,50000.0
