loan_id,customer_id,loan_amount,interest_rate,loan_term_months,emi,disbursal_date
2715,13763,100000,14.06,6,19010.0,2024-12-12
2716,8797,50000,16.88,12,4870.0,2023-02-16
2717,26576,200000,30.59,36,7255.0,2024-08-02
2718,33515,50000,20.18,36,1669.17,2024-05-14
2719,28253,100000,25.69,24,5237.08,2025-02-21
2720,15237,200000,26.84,36,7046.67,2025-12-16
2721,26947,50000,22.53,24,2552.71,2023-05-30
2722,26947,500000,13.88,36,15816.67,2025-02-05
2723,26947,50000,23.97,6,10330.83,2023-04-17
2724,7083,200000,12.54,18,12504.44,2025-01-25
2725,7083,200000,21.37,18,13485.56,2024-02-21
2726,7083,100000,35.23,6,22538.33,2023-03-06
2727,22338,100000,32.48,36,3680.0,2025-01-04
2728,32618,300000,26.85,36,10570.83,2023-01-28
2729,32618,50000,25.99,18,3499.72,2025-03-25
2730,32618,50000,20.11,18,3336.39,2025-07-28
2731,34401,50000,15.34,36,1601.94,2025-06-07
2732,49259,200000,34.18,6,44726.67,2024-05-16
2733,41028,50000,31.34,36,1824.17,2024-05-19
2734,40911,50000,20.3,6,10025.0,2025-10-20
2735,40911,500000,29.74,6,108116.67,2024-07-12
2736,40911,300000,34.72,18,22453.33,2025-06-28
2737,26714,50000,12.85,36,1567.36,2024-12-04
2738,33448,200000,22.36,18,13595.56,2023-01-24
2740,48860,100000,24.82,24,5200.83,2023-09-29
2741,48860,50000,25.26,6,10438.33,2025-05-23
2742,48860,300000,28.69,24,16086.25,2025-04-30
2743,27958,500000,15.31,24,24022.92,2023-09-24
2744,44837,500000,35.58,18,37661.11,2024-06-01
2745,31942,200000,22.48,6,40826.67,2024-10-29
2746,3808,50000,26.13,12,5255.42,2024-01-18
2747,22093,500000,25.63,6,104691.67,2023-03-30
2748,27678,100000,31.5,6,21916.67,2025-08-16
2749,28680,300000,16.33,6,58165.0,2023-02-20
2750,28680,500000,27.73,12,53220.83,2024-09-05
2751,11004,100000,26.55,24,5272.92,2024-06-15
2752,11004,50000,13.83,36,1580.97,2024-05-17
2753,37382,200000,33.54,12,22256.67,2025-07-19
2754,15008,200000,34.59,36,7477.22,2024-09-20
2755,2894,100000,24.64,18,6924.44,2025-08-19
2756,47343,500000,24.08,6,103400.0,2023-08-14
2757,26949,300000,28.93,36,10744.17,2023-06-27
2758,47642,50000,16.89,12,4870.42,2025-11-13
2759,10053,500000,17.53,36,16323.61,2023-08-29
2761,37022,300000,27.6,24,15950.0,2025-01-02
2762,37022,50000,23.97,6,10330.83,2024-12-09
2763,19781,500000,21.22,6,101016.67,2025-06-17
2764,14145,500000,21.21,6,101008.33,2024-11-06
2765,29848,300000,22.66,12,30665.0,2024-10-27
2766,35851,100000,27.84,36,3551.11,2025-11-13
2767,34834,200000,12.75,18,12527.78,2023-03-15
2768,6695,500000,30.11,18,36141.67,2025-11-20
2769,2257,200000,31.45,36,7302.78,2024-08-19
2770,23803,50000,20.18,36,1669.17,2023-10-18
2771,15891,300000,30.78,6,65390.0,2024-02-04
2772,15891,500000,21.31,18,33697.22,2023-11-22
2773,15891,500000,23.12,36,17100.0,2026-01-06
2774,26228,500000,18.24,24,24633.33,2025-10-17
2775,36472,100000,15.16,6,19193.33,2025-06-19
2776,23421,200000,14.05,12,19008.33,2025-07-24
2779,8229,200000,32.06,12,22010.0,2025-07-23
2781,39806,500000,17.23,6,97691.67,2023-05-15
2782,39806,50000,18.63,36,1647.64,2024-11-11
2783,8920,50000,22.57,18,3404.72,2025-04-18
2784,10195,200000,18.23,24,9852.5,2023-10-18
2785,19187,100000,15.53,36,3209.17,2023-01-25
2786,19187,100000,14.75,6,19125.0,2024-07-12
2787,12725,500000,32.65,36,18423.61,2024-09-12
2788,12725,500000,29.22,6,107683.33,2024-09-22
2789,12725,200000,35.41,6,45136.67,2023-03-06
2790,26832,200000,24.97,6,41656.67,2024-08-09
2791,45652,200000,14.62,36,6367.78,2024-02-03
2792,45652,500000,13.86,12,47441.67,2023-01-12
2793,47850,200000,31.9,24,10991.67,2025-02-15
2795,35173,200000,20.04,24,10003.33,2024-05-05
2796,35173,200000,23.3,18,13700.0,2024-06-16
2797,49808,100000,20.84,18,6713.33,2025-08-13
2798,3110,500000,12.61,36,15640.28,2024-05-31
2799,26332,200000,24.26,36,6903.33,2023-10-08
2800,9394,200000,34.56,24,11213.33,2024-09-18
2801,18311,50000,27.77,12,5323.75,2024-09-11
2802,39998,50000,34.92,12,5621.67,2025-11-30
2803,23097,500000,27.13,24,26485.42,2024-09-14
2804,3910,50000,32.34,36,1838.06,2024-07-12
2805,49767,500000,23.34,36,17130.56,2024-06-13
2806,40307,200000,18.46,36,6581.11,2024-01-09
2807,40307,100000,19.89,18,6660.56,2025-03-27
2808,45236,200000,29.96,6,43320.0,2024-09-28
2809,45236,300000,29.59,24,16198.75,2025-10-17
2810,20226,200000,25.45,6,41816.67,2023-04-17
2811,20226,300000,26.53,24,15816.25,2025-07-03
2812,20226,100000,25.66,12,10471.67,2025-02-06
2813,45174,100000,30.63,24,5442.92,2023-09-19
2814,5097,100000,26.53,18,7029.44,2025-11-22
2815,13,50000,13.96,24,2374.17,2025-11-20
2816,29389,100000,25.82,12,10485.0,2025-11-10
2817,3641,300000,12.37,6,56185.0,2025-08-22
2818,3641,500000,29.07,24,26889.58,2025-03-27
2820,45446,50000,15.18,36,1599.72,2025-12-25
2821,45446,300000,20.5,24,15062.5,2024-03-14
2822,21763,100000,29.09,6,21515.0,2025-11-23
2823,48264,200000,26.2,36,7011.11,2024-03-14
2824,25740,50000,13.77,18,3160.28,2025-11-12
2825,5266,300000,27.14,24,15892.5,2023-07-21
2826,19683,300000,28.8,12,32200.0,2025-03-12
2827,7962,500000,33.99,36,18609.72,2024-03-29
2828,8642,50000,26.25,18,3506.94,2025-07-19
2829,12172,300000,21.1,24,15137.5,2023-05-24
2830,40827,500000,18.7,6,98916.67,2025-08-12
2831,29550,300000,20.19,36,10015.83,2023-01-31
2832,48587,500000,25.92,24,26233.33,2025-03-30
2833,37861,300000,19.65,12,29912.5,2024-12-15
2834,34142,50000,31.54,12,5480.83,2025-05-14
2835,41810,200000,25.8,36,6988.89,2025-06-04
2836,23680,200000,18.83,6,39610.0,2025-02-26
2837,23680,300000,22.53,12,30632.5,2023-12-28
2838,25975,200000,35.73,6,45243.33,2023-08-14
2839,29088,200000,15.38,12,19230.0,2023-03-11
2840,29088,500000,30.12,6,108433.33,2025-03-21
2841,29088,50000,35.04,36,1875.56,2024-03-01
2842,31224,100000,12.16,6,18693.33,2024-05-30
2843,31224,200000,34.6,36,7477.78,2025-07-02
2844,19473,300000,24.5,24,15562.5,2023-10-10
2845,45322,50000,29.19,6,10765.83,2025-10-01
2846,34629,300000,23.84,6,61920.0,2023-06-03
2847,49020,200000,29.56,6,43186.67,2025-12-10
2848,44807,50000,29.86,12,5410.83,2023-05-17
2849,17183,200000,15.76,18,12862.22,2024-06-09
2850,17183,500000,28.13,6,106775.0,2025-06-26
2851,17183,200000,33.41,6,44470.0,2023-10-15
2852,27362,500000,19.62,36,16613.89,2024-01-27
2853,10237,50000,34.78,6,11231.67,2025-05-07
2854,37408,500000,21.03,12,50429.17,2024-12-08
2855,37408,200000,23.28,24,10273.33,2025-03-31
2856,32219,300000,18.78,12,29695.0,2023-08-03
2859,2726,500000,21.13,36,16823.61,2025-05-20
2860,39642,200000,23.62,12,20603.33,2023-03-07
2861,11740,100000,33.0,24,5541.67,2026-01-05
2862,11740,300000,26.35,36,10529.17,2025-08-20
2863,11740,50000,17.25,18,3256.94,2023-02-26
2864,24413,300000,19.81,24,14976.25,2025-10-26
2865,24413,300000,34.95,6,67475.0,2024-08-03
2866,24194,300000,28.92,24,16115.0,2023-02-20
2868,9053,100000,33.36,24,5556.67,2024-08-27
2869,38974,200000,18.28,18,13142.22,2024-05-27
2870,42756,300000,22.2,18,20366.67,2024-02-03
2871,47959,200000,23.65,12,20608.33,2023-03-08
2872,9570,50000,19.4,24,2487.5,2025-02-05
2873,10969,100000,24.86,6,20810.0,2023-06-27
2874,10969,500000,26.66,12,52775.0,2023-05-03
2875,10969,50000,34.81,6,11234.17,2025-01-22
2876,15522,50000,30.73,18,3631.39,2024-07-23
2877,24253,500000,13.52,6,94600.0,2024-11-19
2878,41786,200000,24.85,12,20808.33,2024-04-28
2879,41786,300000,32.63,12,33157.5,2025-01-01
2880,41786,100000,33.86,18,7436.67,2023-05-07
2882,6266,500000,14.46,24,23845.83,2024-09-03
2884,10315,100000,12.81,6,18801.67,2024-06-22
2885,26469,300000,27.73,12,31932.5,2023-09-26
2886,26469,200000,32.69,6,44230.0,2025-04-10
2887,48194,300000,12.48,36,9373.33,2023-08-09
2888,9573,100000,14.29,36,3174.72,2023-11-25
2889,39054,100000,31.96,18,7331.11,2024-02-14
2890,39054,300000,24.3,6,62150.0,2025-01-03
2891,3402,300000,16.86,18,19476.67,2025-03-20
2892,46639,500000,23.31,18,34252.78,2024-03-10
2893,4530,100000,35.21,36,3755.83,2025-05-27
2894,39089,200000,33.78,36,7432.22,2025-08-30
2895,39089,300000,12.41,24,14051.25,2024-03-22
2896,39089,200000,30.3,6,43433.33,2023-05-02
2897,2589,500000,35.4,24,28208.33,2023-03-14
2898,27666,300000,20.88,36,10073.33,2024-11-22
2899,20303,200000,19.98,6,39993.33,2023-02-07
2900,8632,100000,16.98,24,4874.17,2024-12-26
2901,8632,50000,15.39,36,1602.64,2025-10-07
2902,2148,500000,29.35,36,17965.28,2024-10-23
2903,2148,50000,30.42,18,3622.78,2024-02-04
2904,31058,200000,32.02,6,44006.67,2023-12-22
2905,2796,500000,26.37,6,105308.33,2024-06-14
2906,21793,100000,30.12,24,5421.67,2023-12-16
2907,18272,200000,35.03,12,22505.0,2025-10-13
2908,18475,300000,24.35,6,62175.0,2023-12-31
2909,19842,300000,28.78,24,16097.5,2025-09-17
2910,16636,50000,15.89,6,9657.5,2024-11-25
2912,1958,100000,27.03,36,3528.61,2023-07-06
2913,11329,500000,22.04,6,101700.0,2023-03-11
2914,40735,300000,35.9,18,22650.0,2023-03-17
2915,40735,500000,33.35,36,18520.83,2024-02-24
2916,26482,100000,18.96,12,9913.33,2024-12-20
2917,26482,200000,24.47,18,13830.0,2023-03-17
2918,12494,100000,34.47,12,11205.83,2023-07-19
2919,5403,300000,12.24,24,14030.0,2025-09-14
2920,32811,300000,13.61,6,56805.0,2023-04-12
2921,13951,100000,16.78,6,19463.33,2023-08-04
2922,35797,200000,14.27,36,6348.33,2023-06-11
2923,7517,100000,13.6,36,3155.56,2023-12-10
2924,2810,200000,27.09,12,21181.67,2023-11-02
2925,2810,300000,26.03,18,21005.0,2023-03-18
2926,23305,300000,34.42,36,11201.67,2025-12-15
2927,23305,100000,13.86,12,9488.33,2023-05-03
2928,9804,100000,18.72,18,6595.56,2023-05-02
2929,4088,100000,31.13,36,3642.5,2024-05-28
2930,2016,300000,19.92,36,9993.33,2025-05-17
2931,24405,500000,28.04,24,26675.0,2023-11-09
2932,39848,50000,30.8,12,5450.0,2024-03-27
2933,414,500000,15.52,12,48133.33,2023-09-10
2934,414,50000,19.76,6,9980.0,2023-02-11
2935,38202,300000,22.21,24,15276.25,2023-06-13
2936,41178,500000,30.24,12,54266.67,2023-03-30
2937,41178,300000,30.57,24,16321.25,2024-03-22
2938,44929,500000,19.61,6,99675.0,2023-04-26
2939,44929,100000,34.93,18,7496.11,2025-08-29
2940,19903,300000,25.45,24,15681.25,2023-01-20
2941,19903,200000,28.45,36,7136.11,2024-05-27
2942,19903,200000,16.27,18,12918.89,2023-08-02
2943,22650,200000,29.48,12,21580.0,2024-07-13
2944,16084,100000,21.18,12,10098.33,2025-06-28
2945,20173,50000,16.7,18,3241.67,2025-05-24
2946,20173,50000,26.07,18,3501.94,2023-05-08
2947,49412,200000,33.98,36,7443.33,2025-10-17
2948,15363,500000,18.55,18,32930.56,2023-12-10
2949,12469,300000,13.05,18,18841.67,2024-05-31
2950,14209,50000,35.31,6,11275.83,2023-09-16
2951,43267,300000,35.93,24,16991.25,2023-09-29
2952,12120,300000,30.0,36,10833.33,2024-10-14
2953,11498,50000,20.87,36,1678.75,2023-09-14
2954,29000,100000,28.94,12,10745.0,2023-05-08
2955,29000,100000,13.99,6,18998.33,2025-12-21
2956,41434,50000,19.54,36,1660.28,2023-03-03
2957,41434,100000,27.72,6,21286.67,2023-04-12
2958,20834,200000,33.55,12,22258.33,2025-11-24
2959,20834,500000,29.33,18,35925.0,2025-06-07
2960,41561,300000,21.99,6,60995.0,2024-04-25
2961,20414,500000,15.54,18,32094.44,2023-02-24
2962,20414,300000,13.07,36,9422.5,2023-10-29
2963,20414,500000,21.82,6,101516.67,2023-08-26
2964,18327,500000,20.42,18,33450.0,2024-10-05
2965,18327,50000,25.59,24,2616.46,2024-01-08
2966,4682,50000,16.38,6,9698.33,2024-02-23
2967,611,500000,27.04,6,105866.67,2024-09-09
2968,6026,50000,17.22,18,3256.11,2023-10-08
2969,6026,100000,19.39,12,9949.17,2024-10-31
2970,26108,100000,19.45,24,4977.08,2025-07-16
2971,26108,100000,18.7,36,3297.22,2025-05-15
2972,49666,100000,32.05,18,7336.11,2025-07-20
2973,9440,100000,35.5,18,7527.78,2024-06-14
2974,9440,200000,14.22,18,12691.11,2024-06-20
2975,39869,200000,30.54,36,7252.22,2023-02-11
2976,39869,100000,12.88,36,3135.56,2024-09-03
2977,39869,500000,25.65,24,26177.08,2023-05-26
2978,16169,200000,16.98,36,6498.89,2025-10-24
2979,44532,200000,14.18,12,19030.0,2024-09-02
2980,27414,300000,18.26,6,59130.0,2025-01-06
2981,27414,100000,23.41,24,5142.08,2025-06-21
2982,38206,200000,25.53,36,6973.89,2025-07-18
2983,18237,200000,28.83,18,14314.44,2024-05-16
2984,1590,50000,15.81,24,2412.71,2024-07-06
2985,19922,50000,16.49,18,3235.83,2024-11-22
2986,19922,300000,25.12,6,62560.0,2023-01-24
2987,19922,500000,22.95,36,17076.39,2025-04-09
2988,48784,300000,23.37,12,30842.5,2025-02-12
2989,7844,200000,26.42,24,10535.0,2025-11-02
2990,7073,200000,12.96,12,18826.67,2025-11-08
2991,7073,500000,14.59,24,23872.92,2024-08-18
2992,7073,500000,21.62,6,101350.0,2024-12-12
2993,37634,100000,34.14,36,3726.11,2023-11-15
2994,7677,500000,16.76,36,16216.67,2025-07-17
2995,7677,100000,27.92,6,21320.0,2023-11-06
2996,7677,200000,31.03,12,21838.33,2024-04-28
2998,31337,100000,19.23,6,19871.67,2023-12-02
2999,30208,100000,22.48,12,10206.67,2023-05-25
3001,29329,50000,23.3,24,2568.75,2024-11-07
3002,32598,300000,28.04,24,16005.0,2025-08-19
3003,32598,50000,21.3,18,3369.44,2024-03-19
3004,32598,100000,21.6,18,6755.56,2023-01-14
3005,14565,300000,26.33,36,10527.5,2023-12-03
3007,3107,100000,30.43,18,7246.11,2023-11-03
3008,41916,500000,31.76,36,18300.0,2023-12-29
3009,41916,300000,33.95,12,33487.5,2025-05-15
3010,41237,100000,13.06,18,6281.11,2024-04-28
3011,41237,200000,21.22,12,20203.33,2023-06-10
3013,40318,300000,16.31,24,14538.75,2024-04-20
3014,18696,50000,23.16,6,10263.33,2023-07-25
3015,10570,50000,27.74,24,2661.25,2025-02-06
3016,7845,50000,15.86,12,4827.5,2024-10-08
3017,31981,300000,28.47,6,64235.0,2023-06-17
3018,37672,300000,22.14,6,61070.0,2023-12-16
3019,47684,200000,29.81,6,43270.0,2025-04-09
3020,47684,300000,24.05,24,15506.25,2025-04-23
3021,44997,500000,35.32,6,112766.67,2024-11-10
3022,27918,300000,24.76,24,15595.0,2024-12-21
3023,16991,50000,15.61,18,3211.39,2024-12-31
3024,29993,500000,18.19,36,16415.28,2024-07-11
3025,14826,300000,22.44,24,15305.0,2025-05-29
3026,30704,50000,32.83,24,2767.29,2023-12-14
3027,30704,500000,28.47,18,35686.11,2023-08-30
3028,29072,200000,30.4,6,43466.67,2024-09-25
3030,23008,50000,26.3,18,3508.33,2023-05-03
3031,23008,500000,29.73,12,54054.17,2024-12-12
3032,21042,500000,14.27,12,47612.5,2024-05-25
3033,21042,300000,33.43,18,22238.33,2024-10-18
3034,21042,500000,17.86,36,16369.44,2025-02-20
3036,19889,50000,21.17,6,10097.5,2023-08-21
3037,9677,200000,22.14,6,40713.33,2024-06-22
3038,30169,200000,29.32,6,43106.67,2025-06-23
3039,6230,300000,35.16,12,33790.0,2025-04-24
3040,35252,200000,26.77,36,7042.78,2024-05-02
3041,45590,100000,28.66,6,21443.33,2024-07-27
3042,49820,300000,17.17,24,14646.25,2024-01-27
3043,49820,100000,18.64,6,19773.33,2023-10-07
3045,7926,300000,27.77,18,21295.0,2024-06-10
3046,7926,500000,30.97,18,36380.56,2025-12-27
3047,13908,100000,12.43,18,6246.11,2024-08-20
3048,40889,500000,18.91,36,16515.28,2025-04-28
3049,40889,500000,22.1,36,16958.33,2025-04-25
3051,1336,200000,31.74,12,21956.67,2024-05-21
3052,30449,300000,17.06,12,29265.0,2025-01-12
3053,30449,200000,21.67,36,6759.44,2023-07-18
3054,29561,300000,25.47,18,20911.67,2026-01-09
3055,24257,500000,20.86,18,33572.22,2023-01-17
3056,18606,300000,28.19,6,64095.0,2023-01-29
3057,11462,500000,16.0,18,32222.22,2025-03-29
3058,11462,300000,35.9,6,67950.0,2024-11-07
3059,3533,200000,25.35,24,10445.83,2024-11-20
3060,31118,300000,34.11,12,33527.5,2024-07-31
3061,40685,50000,14.33,12,4763.75,2025-02-28
3062,12164,50000,25.7,12,5237.5,2023-09-23
3063,34048,300000,25.2,18,20866.67,2025-07-15
3064,39559,300000,33.61,18,22268.33,2024-12-31
3065,39559,200000,27.13,18,14125.56,2023-05-22
3066,39559,500000,21.41,24,25293.75,2023-05-21
3067,9097,300000,18.87,24,14858.75,2025-12-15
3068,9097,100000,21.6,6,20266.67,2023-05-15
3069,42359,200000,30.31,12,21718.33,2025-03-13
3070,31388,50000,21.2,24,2525.0,2025-11-10
3071,16843,300000,16.53,6,58265.0,2025-08-25
3072,16843,100000,26.63,36,3517.5,2023-05-06
3073,35850,500000,25.69,24,26185.42,2024-12-10
3074,19590,200000,26.64,12,21106.67,2023-05-21
3076,25005,300000,25.25,12,31312.5,2024-11-29
3077,47662,100000,22.99,12,10249.17,2025-05-15
3078,47662,100000,19.75,18,6652.78,2023-09-03
3079,16865,50000,16.97,24,2436.88,2024-02-25
3080,16865,500000,22.65,12,51104.17,2024-10-21
3081,35343,300000,24.01,6,62005.0,2024-08-13
3082,47763,200000,32.93,12,22155.0,2023-05-23
3083,47763,50000,12.17,6,9347.5,2025-05-22
3084,47763,300000,32.81,24,16601.25,2023-08-03
3085,47983,50000,30.79,18,3633.06,2025-01-07
3086,38771,500000,14.9,36,15958.33,2023-11-07
3087,8234,500000,29.15,24,26906.25,2023-10-02
3088,31273,50000,19.03,24,2479.79,2023-12-21
3089,13552,50000,20.72,36,1676.67,2024-11-22
3090,16929,300000,22.29,6,61145.0,2024-01-09
3091,28385,200000,30.19,36,7232.78,2025-09-30
3092,48187,50000,29.33,18,3592.5,2025-06-25
3093,27883,200000,15.41,12,19235.0,2024-05-01
3094,32283,100000,18.35,18,6575.0,2024-09-27
3095,3453,50000,23.0,24,2562.5,2024-05-02
3096,3453,200000,20.22,24,10018.33,2023-12-14
3097,776,300000,28.79,36,10732.5,2023-07-13
3098,776,50000,30.27,12,5427.92,2023-01-20
3099,27269,50000,17.3,18,3258.33,2023-12-05
3100,64,200000,19.36,12,19893.33,2023-08-11
3101,26212,200000,23.41,24,10284.17,2024-06-14
3102,5828,100000,29.85,12,10820.83,2024-07-23
3103,742,200000,32.62,18,14735.56,2024-05-13
3104,22396,50000,32.42,36,1839.17,2023-05-29
3105,37675,500000,12.29,18,31191.67,2023-03-09
3106,37675,500000,21.74,36,16908.33,2025-01-13
3107,37675,200000,27.45,36,7080.56,2023-07-11
3108,48938,200000,24.56,24,10380.0,2023-04-06
3109,48938,300000,27.56,36,10630.0,2025-08-09
3110,12039,300000,33.53,6,66765.0,2024-09-17
3111,10504,50000,20.22,18,3339.44,2023-10-27
3112,26976,100000,18.68,6,19780.0,2023-12-07
3113,27120,200000,23.97,36,6887.22,2025-05-11
3114,46625,50000,32.16,36,1835.56,2024-02-12
3115,46625,100000,20.73,6,20121.67,2025-03-01
3116,27472,50000,34.85,36,1872.92,2025-04-07
3117,27472,500000,35.08,36,18761.11,2025-02-18
3118,22094,50000,22.72,36,1704.44,2023-03-03
3119,31396,200000,31.13,12,21855.0,2024-01-06
3120,1562,100000,17.48,24,4895.0,2023-10-11
3121,24593,500000,18.38,18,32883.33,2024-02-28
3122,24593,100000,29.6,6,21600.0,2025-09-11
3123,47336,100000,24.54,6,20756.67,2025-10-31
3124,3983,100000,26.06,36,3501.67,2023-07-26
3125,3983,50000,24.89,6,10407.5,2025-08-24
3126,49818,50000,16.71,6,9725.83,2023-01-28
3127,49818,300000,16.74,36,9728.33,2024-07-19
3129,46173,50000,29.28,24,2693.33,2023-12-21
3130,41271,100000,26.13,36,3503.61,2023-03-04
3131,41271,50000,18.04,24,2459.17,2024-07-18
3132,41271,300000,27.15,18,21191.67,2023-03-13
3133,7129,500000,18.81,18,33002.78,2024-11-28
3134,49692,500000,17.98,18,32772.22,2023-06-17
3135,49692,500000,19.41,24,24877.08,2024-07-07
3136,14863,100000,23.7,18,6872.22,2023-05-18
3137,12905,500000,23.29,12,51370.83,2023-08-19
3138,3915,300000,28.15,6,64075.0,2024-09-27
3139,49879,300000,20.22,36,10018.33,2024-10-14
3140,21046,100000,30.69,12,10890.83,2025-04-29
3141,21046,500000,19.33,36,16573.61,2025-02-16
3142,21046,200000,34.26,12,22376.67,2024-02-03
3143,23943,100000,19.77,12,9980.83,2023-08-17
3144,23943,100000,32.46,36,3679.44,2025-09-07
3145,23943,200000,34.96,24,11246.67,2025-03-09
3146,22146,300000,30.71,18,21785.0,2024-09-24
3147,33207,200000,23.33,18,13703.33,2025-08-04
3148,33207,200000,20.01,18,13334.44,2024-12-14
3149,22868,200000,22.79,24,10232.5,2024-04-24
3150,7441,300000,12.14,24,14017.5,2023-10-29
3151,12213,300000,20.49,12,30122.5,2025-03-15
3152,23712,200000,12.47,12,18745.0,2025-07-11
3154,8342,300000,19.82,36,9985.0,2024-04-10
3155,47053,100000,26.82,24,5284.17,2025-12-30
3156,24021,50000,13.79,12,4741.25,2023-01-17
3157,45876,300000,34.6,36,11216.67,2023-10-26
3158,19098,50000,30.75,24,2723.96,2024-02-20
3159,21064,300000,18.0,36,9833.33,2025-06-01
3160,43051,50000,14.43,18,3178.61,2024-07-04
3161,43051,200000,22.51,18,13612.22,2023-08-02
3162,22567,100000,33.14,6,22190.0,2023-05-21
3163,22567,300000,31.78,12,32945.0,2025-01-11
3164,9858,500000,16.8,6,97333.33,2024-10-21
3165,9858,200000,25.75,18,13972.22,2025-10-06
3166,9858,200000,28.55,12,21425.0,2025-12-15
3167,2059,50000,32.9,18,3691.67,2023-06-17
3168,34340,200000,33.72,24,11143.33,2025-02-07
3169,34340,100000,16.42,24,4850.83,2024-09-14
3170,675,200000,19.99,18,13332.22,2023-05-11
3171,1489,50000,15.37,24,2403.54,2025-07-05
3172,24963,300000,31.15,36,10929.17,2023-12-16
3173,24963,500000,20.96,36,16800.0,2023-03-16
3174,21420,50000,35.03,18,3750.83,2024-06-08
3175,32159,300000,18.78,18,19796.67,2025-09-07
3176,32159,50000,25.57,36,1744.03,2024-11-04
3177,15135,500000,15.8,36,16083.33,2024-05-24
3178,33814,50000,25.77,24,2620.21,2025-12-21
3179,33814,100000,30.05,24,5418.75,2023-12-27
3180,33814,300000,22.83,12,30707.5,2023-10-30
3181,5067,50000,16.36,36,1616.11,2025-12-29
3182,7507,500000,30.75,24,27239.58,2023-03-09
3183,7507,300000,25.79,6,62895.0,2024-08-18
3184,48874,300000,12.45,12,28112.5,2024-09-25
3185,13268,100000,18.21,12,9850.83,2025-07-19
3186,18273,200000,24.78,12,20796.67,2024-07-12
3187,31021,500000,34.21,36,18640.28,2024-04-26
3188,47479,100000,16.95,12,9745.83,2024-05-20
3189,24712,500000,26.45,6,105375.0,2023-09-18
3190,47056,500000,20.36,6,100300.0,2025-03-04
3191,16828,200000,34.28,12,22380.0,2024-08-29
3192,16828,100000,22.18,18,6787.78,2025-01-02
3193,16828,100000,30.54,6,21756.67,2024-02-20
3195,7672,100000,21.13,24,5047.08,2023-03-17
3196,31206,100000,16.94,24,4872.5,2025-05-25
3197,31206,50000,14.23,12,4759.58,2024-05-05
3198,4680,500000,29.39,6,107825.0,2025-04-15
3199,298,100000,14.89,24,4787.08,2024-10-05
3200,40854,200000,29.99,18,14443.33,2023-07-19
3201,40854,100000,35.64,36,3767.78,2023-06-26
3203,38739,300000,21.61,6,60805.0,2024-04-17
3204,43808,200000,32.08,24,11006.67,2024-02-17
3205,16048,200000,17.5,6,39166.67,2023-09-16
3206,41232,300000,33.02,6,66510.0,2024-06-08
3208,20768,100000,25.55,12,10462.5,2023-06-16
3209,5854,100000,28.68,6,21446.67,2025-03-15
3210,5854,100000,32.79,18,7377.22,2023-08-28
3211,5854,300000,31.76,24,16470.0,2024-01-14
3212,49209,500000,35.17,12,56320.83,2025-10-31
3213,27609,50000,30.88,6,10906.67,2025-03-22
3214,27609,200000,21.69,18,13521.11,2026-01-02
3215,23262,200000,26.93,6,42310.0,2023-12-11
3217,23262,300000,13.12,24,14140.0,2024-12-05
3219,41235,50000,22.08,6,10173.33,2023-03-04
3220,11850,300000,23.15,24,15393.75,2025-10-09
3221,3647,500000,22.57,36,17023.61,2023-08-10
3222,3647,50000,19.47,24,2488.96,2023-12-25
3223,35732,200000,15.08,36,6393.33,2025-07-13
3224,42392,500000,28.04,6,106700.0,2024-11-14
3225,42392,500000,16.71,12,48629.17,2023-12-01
3226,35151,100000,17.41,6,19568.33,2023-06-07
3227,25839,300000,18.78,36,9898.33,2025-08-30
3228,25839,100000,18.02,18,6556.67,2025-06-08
3229,2329,300000,28.04,36,10670.0,2023-08-10
3230,14377,200000,30.24,12,21706.67,2023-05-25
3231,29835,200000,27.87,36,7103.89,2025-11-11
3232,29835,50000,29.95,24,2707.29,2023-11-09
3233,14799,100000,35.51,6,22585.0,2025-01-14
3234,29396,50000,32.05,12,5502.08,2024-11-07
3235,10696,200000,12.28,24,9356.67,2025-08-31
3236,10696,200000,16.51,36,6472.78,2023-09-24
3237,11323,100000,22.88,18,6826.67,2025-03-05
3238,11323,50000,29.88,36,1803.89,2023-02-25
3239,11323,200000,35.92,12,22653.33,2023-10-16
3240,20718,300000,30.53,24,16316.25,2025-09-20
3241,36680,200000,30.32,18,14480.0,2023-02-09
3242,36680,200000,22.24,6,40746.67,2025-07-03
3243,32351,100000,14.27,24,4761.25,2025-07-18
3244,5840,50000,25.21,18,3478.06,2024-03-13
3245,48222,200000,19.37,24,9947.5,2024-04-05
3246,9121,50000,35.19,36,1877.64,2025-11-19
3247,9121,500000,16.68,12,48616.67,2023-01-26
3248,28486,100000,29.6,18,7200.0,2025-02-16
3249,39634,100000,25.51,36,3486.39,2025-04-07
3250,39634,500000,20.7,12,50291.67,2025-01-09
3251,30996,500000,16.0,12,48333.33,2024-12-08
3252,1700,100000,27.24,36,3534.44,2023-03-13
3253,2787,100000,24.98,36,3471.67,2025-11-06
3254,30311,100000,18.68,24,4945.0,2025-05-21
3255,37945,500000,35.33,24,28193.75,2025-11-11
3257,37945,500000,28.03,12,53345.83,2025-10-01
3258,36693,500000,26.26,6,105216.67,2024-08-14
3259,30809,300000,15.37,24,14421.25,2024-09-09
3260,31373,100000,21.39,12,10115.83,2025-10-09
3261,22978,300000,26.19,12,31547.5,2024-05-01
