loan_id,months_paid,default_flag,default_month,recovered_amount
9106,11,0,,133944.69
9107,19,0,,102568.27
9108,1,0,,21361.67
9109,9,0,,22057.47
9110,10,1,10.0,158899.67
9111,12,0,,533840.04
9112,3,0,,62349.99
9113,12,0,,150906.72
9114,3,0,,146375.01
9115,8,1,8.0,44945.2
9116,17,1,17.0,369323.77
9117,1,1,1.0,4154.04
9118,2,0,,46787.5
9119,17,0,,548580.48
9120,10,0,,112108.3
9121,9,0,,277627.5
9122,23,0,,230460.0
9123,14,0,,268450.0
9124,7,0,,46705.54
9125,9,1,9.0,39039.93
9126,2,0,,121750.0
9127,34,0,,118924.52
9128,16,0,,168760.0
9129,7,0,,76982.5
9130,14,0,,45492.16
9131,9,0,,31820.04
9132,8,0,,27408.88
9133,13,0,,179255.57
9134,30,0,,291324.9
9135,29,0,,101878.74
9136,8,0,,163733.36
9137,15,1,15.0,24433.2
9138,17,0,,118641.13
9139,11,0,,61769.62
9140,5,0,,25439.6
9141,18,1,18.0,24129.36
9142,2,0,,161236.0
9143,6,0,,116550.0
9144,4,0,,78940.0
9145,39,1,39.0,93649.02
9146,5,0,,105100.0
9147,22,0,,58281.74
9148,2,1,2.0,6288.24
9149,15,1,15.0,268238.67
9150,18,0,,33082.56
9151,23,0,,514126.59
9152,1,0,,4722.92
9153,7,0,,428107.12
9154,8,0,,42656.64
9155,11,0,,55096.25
9156,23,0,,515046.59
9157,1,0,,41746.67
9158,24,1,24.0,346725.42
9159,29,0,,143719.07
9160,16,0,,103475.52
9161,12,0,,127560.0
9162,10,0,,990333.3
9163,15,0,,324100.05
9164,12,0,,165173.28
9165,19,0,,34733.14
9166,13,0,,197437.5
9167,28,0,,703849.86
9168,12,0,,336900.0
9169,4,0,,129850.0
9170,31,0,,335006.77
9171,41,0,,129970.0
9172,4,0,,26628.88
9173,22,1,22.0,228798.85
9174,9,0,,92160.0
9175,24,0,,487680.0
9176,23,0,,171810.0
9177,26,0,,222101.88
9178,13,0,,125374.21
9179,13,0,,60877.96
9180,6,1,6.0,51920.92
9181,9,0,,162936.9
9182,12,0,,251259.96
9183,18,0,,69221.25
9184,8,0,,438133.36
9185,6,0,,308074.98
9186,5,0,,54183.35
9187,14,0,,328358.38
9188,17,0,,168980.0
9189,8,0,,84386.64
9190,10,1,10.0,11494.81
9191,24,1,24.0,52997.14
9192,8,0,,356613.36
9193,2,0,,27977.78
9194,12,0,,173940.0
9195,11,1,11.0,253974.26
9196,8,0,,79906.64
9197,12,0,,129230.04
9198,6,0,,161350.02
9199,15,0,,308050.05
9200,21,0,,137760.0
9201,5,0,,503268.25
9202,19,0,,200117.5
9203,34,1,34.0,24278.54
9204,8,0,,219216.64
9205,12,0,,321725.04
9206,7,0,,262908.31
9207,19,0,,704372.18
9208,34,1,34.0,58856.22
9209,23,0,,431154.09
9210,12,0,,393600.0
9211,5,0,,31425.0
9212,17,1,17.0,60580.41
9213,2,0,,196566.66
9214,10,0,,360527.8
9215,17,1,17.0,677772.94
9216,5,0,,25804.15
9217,30,1,30.0,33535.86
9218,10,0,,47579.2
9219,10,0,,47433.3
9220,1,0,,38776.67
9221,21,0,,146906.76
9222,9,1,9.0,32702.4
9223,2,1,2.0,23057.16
9224,30,0,,217383.3
9225,9,0,,87022.53
9226,18,1,18.0,39836.08
9227,7,0,,38502.94
9228,15,0,,702750.0
9229,13,0,,267930.0
9230,10,0,,1618427.8
9231,1,1,1.0,6740.96
9232,14,1,14.0,217109.17
9233,15,0,,112116.6
9234,17,0,,128246.13
9235,1,0,,57365.0
9236,26,0,,258505.0
9237,7,0,,474005.0
9238,1,0,,51187.5
9239,3,0,,338049.99
9240,5,0,,23566.65
9241,15,1,15.0,90372.79
9242,31,1,31.0,72583.23
9243,9,0,,99074.97
9244,37,0,,57863.93
9245,11,0,,213161.63
9246,18,0,,128399.94
9247,13,1,13.0,128417.27
9248,7,0,,77711.69
9249,3,0,,5103.33
9250,5,0,,96641.65
9251,1,0,,61930.0
9252,37,1,37.0,28782.73
9253,4,0,,67845.0
9254,9,0,,457012.53
9255,6,0,,58155.0
9256,11,0,,371341.63
9257,4,0,,245240.0
9258,18,0,,63379.98
9259,9,0,,351029.97
9260,9,0,,45247.5
9261,8,0,,791600.0
9262,5,0,,62588.9
9263,9,0,,15582.51
9264,23,0,,570160.34
9265,17,0,,61747.74
9266,10,0,,633200.0
9267,12,0,,638600.04
9268,9,0,,182130.03
9269,4,0,,89606.68
9270,17,0,,80764.11
9271,6,0,,95542.5
9272,23,0,,221508.63
9273,7,0,,648511.92
9274,5,1,5.0,22020.68
9275,16,1,16.0,226530.97
9276,29,0,,82884.03
9277,23,1,23.0,194514.89
9278,13,0,,275838.29
9279,9,0,,590625.0
9280,8,0,,158026.64
9281,40,0,,418666.8
9282,4,0,,84760.0
9283,28,0,,307790.0
9284,18,0,,563050.08
9285,15,0,,28033.35
9286,7,1,7.0,357578.37
9287,23,0,,86837.88
9288,16,0,,171693.28
9289,6,0,,92362.5
9290,18,0,,994874.94
9291,3,0,,194565.0
9292,7,0,,674800.0
9293,21,0,,209912.43
9294,3,1,3.0,98214.85
9295,12,0,,109028.4
9296,21,0,,314930.07
9297,9,0,,91927.53
9298,3,0,,64740.0
9299,18,0,,572715.09
9300,18,0,,470775.06
9301,19,1,19.0,76205.73
9302,25,0,,281208.25
9303,11,1,11.0,63421.37
9304,14,0,,122769.36
9305,7,0,,36694.56
9306,15,1,15.0,36029.81
9307,21,0,,416045.07
9308,20,1,20.0,114586.62
9309,7,1,7.0,57715.9
9310,33,0,,115930.98
9311,1,1,1.0,10820.02
9312,12,0,,82239.96
9313,5,1,5.0,21871.59
9314,1,0,,63570.0
9315,17,0,,519265.0
9316,15,0,,71749.95
9317,17,0,,364225.0
9318,2,0,,19375.0
9319,5,0,,18220.85
9320,13,1,13.0,113042.33
9321,14,0,,46200.0
9322,21,0,,113539.86
9323,8,0,,358453.36
9324,14,0,,140175.0
9325,20,0,,666555.6
9326,6,1,6.0,6748.15
9327,11,0,,81002.79
9328,3,1,3.0,70736.14
9329,4,0,,95558.32
9330,9,0,,286650.0
9331,6,0,,59460.0
9332,7,1,7.0,304768.45
9333,25,0,,83166.75
9334,30,1,30.0,98766.57
9335,10,1,10.0,141246.32
9336,8,0,,116826.64
9337,2,0,,10927.5
9338,14,1,14.0,408572.42
9339,30,1,30.0,52274.7
9340,8,1,8.0,133823.08
9341,25,1,25.0,29905.66
9342,18,0,,243419.94
9343,18,0,,64915.02
9344,15,0,,336375.0
9345,11,0,,124400.87
9346,24,0,,336960.0
9347,9,0,,910050.03
9348,3,0,,158799.99
9349,4,0,,84380.0
9350,9,0,,23334.39
9351,5,1,5.0,18111.96
9352,17,0,,231407.74
9353,6,0,,28645.02
9354,7,0,,75512.5
9355,14,0,,43571.08
9356,12,0,,66924.96
9357,34,0,,885345.72
9358,16,1,16.0,82026.57
9359,20,0,,444433.4
9360,17,0,,886479.11
9361,23,0,,364665.0
9362,22,0,,682714.89
9363,14,0,,49598.92
9364,22,0,,467781.38
9365,27,0,,261157.5
9366,12,0,,43080.0
9367,12,0,,82966.68
9368,15,0,,493999.95
9369,2,0,,29280.0
9370,19,0,,327459.68
9371,10,0,,99625.0
9372,1,0,,53079.17
9373,13,1,13.0,176968.09
9374,24,0,,56485.08
9375,38,0,,273410.0
9376,7,0,,38071.25
9377,21,0,,105157.5
9378,26,0,,90090.0
9379,12,0,,317975.04
9380,20,0,,55212.4
9381,9,0,,214409.7
9382,1,0,,10927.5
9383,26,0,,644475.0
9384,24,0,,161479.92
9385,13,0,,609700.0
9386,11,0,,692889.95
9387,10,0,,353333.3
9388,4,0,,26682.24
9389,24,0,,261100.08
9390,2,0,,32337.5
9391,2,0,,29013.34
9392,11,0,,75570.0
9393,9,1,9.0,147490.59
9394,5,0,,32247.2
9395,5,0,,137406.25
9396,8,1,8.0,570075.88
9397,6,0,,196995.0
9398,7,0,,220745.0
9399,17,0,,454962.5
9400,38,0,,123521.28
9401,41,0,,292216.02
9402,10,0,,528333.3
9403,24,0,,170599.92
9404,12,0,,112020.0
9405,7,1,7.0,35425.73
9406,41,0,,262946.53
9407,17,0,,566652.5
9408,11,1,11.0,221617.56
9409,19,0,,526062.5
9410,21,0,,270339.93
9411,11,0,,105545.0
9412,12,0,,19751.64
9413,4,0,,20258.32
9414,31,0,,294060.73
9415,20,0,,516250.0
9416,2,0,,14180.0
9417,17,0,,99811.25
9418,8,0,,757200.0
9419,18,0,,509220.0
9420,24,0,,151293.36
9421,19,0,,65813.91
9422,5,0,,141625.0
9423,11,0,,1228608.37
9424,8,0,,416566.64
9425,16,0,,75166.72
9426,6,0,,97050.0
9427,10,0,,163487.5
9428,14,0,,210367.5
9429,18,0,,240739.92
9430,10,0,,16248.6
9431,8,0,,116746.64
9432,8,0,,76393.36
9433,17,0,,552027.74
9434,22,0,,80507.68
9435,18,0,,262372.5
9436,5,0,,48725.0
9437,2,0,,199266.66
9438,3,0,,60519.99
9439,17,0,,238722.5
9440,4,0,,39893.32
9441,9,0,,59670.0
9442,12,0,,57290.04
9443,10,0,,376722.2
9444,9,0,,96547.5
9445,22,0,,70998.84
9446,19,0,,474406.25
9447,3,0,,116030.01
9448,13,0,,269035.0
9449,26,1,26.0,22628.75
9450,39,0,,270270.0
9451,37,0,,64852.86
9452,19,0,,278497.82
9453,12,1,12.0,177880.56
9454,41,0,,74016.48
9455,20,0,,425866.6
9456,18,0,,354090.06
9457,3,0,,93450.0
9458,10,0,,193466.7
9459,15,0,,252124.95
9460,6,0,,247699.98
9461,30,0,,788187.6
9462,8,0,,347600.0
9463,1,1,1.0,22250.99
9464,18,0,,962249.94
9465,12,0,,86806.68
9466,1,0,,22296.67
9467,7,1,7.0,44541.3
9468,7,0,,19233.97
9469,17,0,,480377.5
9470,24,0,,174493.2
9471,6,1,6.0,326741.19
9472,22,1,22.0,159995.28
9473,6,1,6.0,73550.66
9474,6,0,,22143.36
9475,12,0,,128490.0
9476,1,0,,11252.5
9477,29,0,,300899.07
9478,8,0,,346213.36
9479,23,0,,253115.0
9480,24,0,,243900.0
9481,9,0,,23546.25
9482,3,0,,15163.74
9483,9,0,,125649.99
9484,6,0,,344400.0
9485,3,0,,150024.99
9486,2,0,,89166.66
9487,19,0,,192343.27
9488,13,0,,123456.71
9489,23,0,,576495.0
9490,8,0,,83593.36
9491,29,0,,720770.93
9492,17,0,,450004.11
9493,2,0,,10476.66
9494,4,0,,82580.0
9495,17,1,17.0,143923.48
9496,6,0,,263059.98
9497,11,0,,215673.37
9498,3,0,,121730.01
9499,2,0,,116890.0
9500,14,0,,24441.62
9501,12,0,,246399.96
9502,6,0,,128020.02
9503,14,0,,71213.38
9504,2,0,,6773.34
9505,8,0,,56617.76
9506,20,0,,269777.8
9507,8,0,,1615970.96
9508,9,1,9.0,64779.61
9509,4,0,,82166.68
9510,26,0,,86233.42
9511,8,0,,119310.0
9512,1,0,,19176.67
9513,2,0,,18990.0
9514,15,0,,140387.55
9515,15,1,15.0,129085.93
9516,29,1,29.0,579383.79
9517,6,0,,31372.5
9518,7,0,,75273.31
9519,12,0,,248120.04
9520,16,0,,751466.72
9521,13,0,,394030.0
9522,16,0,,795266.72
9523,23,0,,147966.59
9524,11,0,,220128.37
9525,1,1,1.0,24258.73
9526,1,0,,98891.67
9527,3,0,,60335.01
9528,12,0,,255980.04
9529,16,0,,114711.04
9530,9,0,,202304.97
9531,16,1,16.0,107396.33
9532,17,0,,80261.25
9533,8,0,,756533.36
9534,3,1,3.0,51213.68
9535,19,0,,314054.23
9536,7,0,,117181.96
9537,3,0,,46567.49
9538,13,0,,43286.36
9539,10,1,10.0,178269.17
9540,4,0,,81066.68
9541,12,0,,163426.68
9542,28,0,,157511.76
9543,5,1,5.0,113292.01
9544,4,1,4.0,378783.87
9545,12,0,,41836.68
9546,7,0,,571768.79
9547,18,0,,259540.02
9548,1,0,,66360.0
9549,25,0,,139635.38
9550,11,0,,465703.37
9551,39,1,39.0,51873.85
9552,13,0,,136781.71
9553,12,0,,582500.04
9554,28,0,,210031.08
9555,5,0,,328425.0
9556,1,0,,19721.33
9557,18,0,,979500.06
9558,10,1,10.0,390808.69
9559,7,1,7.0,430886.15
9560,10,0,,111858.3
9561,7,0,,667333.31
9562,16,1,16.0,222214.89
9563,8,0,,135480.0
9564,28,1,28.0,37799.6
9565,6,0,,62040.0
9566,10,0,,560100.0
9567,22,0,,73541.16
9568,8,0,,176186.64
9569,8,0,,164640.0
9570,13,0,,379697.5
9571,3,0,,129420.0
9572,2,1,2.0,18770.36
9573,8,0,,412933.36
9574,41,0,,74096.02
9575,4,0,,249620.0
9576,12,0,,702599.94
9577,10,0,,273375.0
9578,19,0,,364388.27
9579,8,0,,889800.0
9580,7,0,,660566.69
9581,22,0,,296437.68
9582,12,0,,1256632.2
9583,4,1,4.0,291172.23
9584,5,0,,172444.45
9585,16,0,,536080.0
9586,27,0,,400916.25
9587,4,0,,87793.32
9588,5,0,,286275.0
9589,20,0,,224516.6
9590,5,0,,488583.35
9591,16,0,,80266.72
9592,15,0,,795625.05
9593,31,0,,49294.34
9594,16,0,,57840.0
9595,1,0,,5244.58
9596,2,0,,37836.66
9597,40,0,,1068100.8
9598,41,0,,134309.03
9599,20,0,,339225.0
9600,26,0,,73585.46
9601,11,0,,384541.63
9602,22,0,,148329.5
9603,18,0,,493612.56
9604,11,0,,376047.21
9605,6,0,,112510.02
9606,22,0,,215838.26
9607,11,0,,304654.13
9608,23,0,,116188.41
9609,12,0,,66530.04
9610,41,0,,285678.98
9611,8,1,8.0,63616.58
9612,4,0,,248440.0
9613,16,0,,243480.0
9614,29,0,,464322.19
9615,18,0,,195480.0
9616,17,0,,88357.5
9617,20,1,20.0,524927.23
9618,6,0,,117720.0
9619,11,1,11.0,10540.42
9620,5,0,,26306.25
9621,12,1,12.0,424832.4
9622,20,1,20.0,157865.31
9623,13,0,,192985.0
9624,10,1,10.0,156476.67
9625,10,0,,99658.3
9626,4,0,,26784.44
9627,27,0,,192404.97
9628,19,0,,182637.5
9629,12,0,,1257600.0
9630,11,1,11.0,556371.27
9631,21,0,,76795.74
9632,13,0,,433680.0
9633,10,0,,94825.0
9634,6,0,,371610.0
9635,40,0,,171387.6
9636,12,0,,124100.04
9637,16,0,,391200.0
9638,2,0,,4844.16
9639,12,0,,226479.96
9640,2,0,,40346.66
9641,13,0,,681795.79
9642,21,0,,269079.93
9643,3,1,3.0,14993.11
9644,1,0,,56054.17
9645,14,1,14.0,980626.75
9646,3,0,,67944.99
9647,37,0,,353473.21
9648,13,0,,141429.21
9649,16,1,16.0,164698.56
9650,17,0,,350058.39
9651,1,0,,31795.0
9652,12,0,,400899.96
9653,8,1,8.0,168698.64
9654,16,1,16.0,60233.49
9655,10,0,,160722.2
9656,12,0,,65265.0
9657,9,1,9.0,145163.24
9658,12,0,,524025.0
9659,12,1,12.0,216694.25
9660,15,0,,197650.05
9661,21,0,,739141.62
9662,4,0,,222183.32
9663,13,0,,61332.96
9664,17,0,,159615.89
9665,7,0,,143966.69
9666,12,0,,280550.04
9667,18,0,,674150.04
9668,13,0,,142870.0
9669,3,0,,191550.0
9670,15,0,,141787.5
9671,11,0,,186068.08
9672,14,0,,472674.93
9673,30,1,30.0,222035.87
9674,4,0,,387333.32
9675,15,0,,312649.95
9676,14,0,,283453.38
9677,2,0,,23606.92
9678,28,0,,395535.0
9679,11,0,,371855.0
9680,14,0,,68629.12
9681,2,0,,179220.0
9682,4,0,,43596.68
9683,28,0,,74176.76
9684,11,0,,108258.37
9685,12,0,,117489.96
9686,16,1,16.0,55363.67
9687,10,1,10.0,228251.71
9688,17,0,,249503.39
9689,20,0,,69333.4
9690,33,0,,318037.5
9691,39,0,,68905.59
9692,14,0,,199360.0
9693,6,0,,389820.0
9694,12,0,,266760.0
9695,21,0,,55689.27
9696,20,0,,129755.6
9697,5,0,,166737.5
9698,2,0,,113739.99
9699,19,0,,396150.0
9700,4,0,,132970.0
9701,26,1,26.0,114701.98
9702,1,0,,7437.22
9703,16,0,,58035.52
9704,12,0,,519279.96
9705,5,0,,79631.25
9706,19,0,,249730.3
9707,4,0,,45256.68
9708,15,0,,306675.0
9709,4,0,,44773.32
9710,2,0,,43446.66
9711,4,0,,160746.68
9712,5,0,,178722.2
9713,9,0,,872025.03
9714,22,0,,113831.52
9715,38,1,38.0,89376.81
9716,3,0,,28832.49
9717,12,0,,560450.04
9718,3,0,,173985.0
9719,10,0,,51437.5
9720,16,0,,52751.04
9721,8,1,8.0,265535.21
9722,17,1,17.0,87094.59
9723,9,0,,455775.03
9724,23,1,23.0,50415.81
9725,11,1,11.0,109233.84
9726,9,0,,271147.5
9727,20,0,,328833.4
9728,14,0,,656016.62
9729,8,0,,270800.0
9730,6,1,6.0,101495.66
9731,27,0,,478387.62
9732,7,0,,69988.31
9733,12,0,,89666.64
9734,2,1,2.0,13070.76
9735,17,0,,88803.75
9736,7,0,,22265.81
9737,4,0,,59464.98
9738,6,0,,125629.98
9739,3,1,3.0,436449.76
9740,36,0,,242939.88
9741,14,0,,354404.12
9742,11,0,,218258.37
9743,8,0,,484200.0
9744,7,0,,141691.69
9745,13,0,,637734.89
9746,29,1,29.0,15871.72
9747,16,0,,566000.0
9748,39,0,,141884.34
9749,13,0,,21549.32
9750,3,0,,114810.0
9751,6,0,,217633.32
9752,30,0,,453600.0
9753,7,1,7.0,162100.27
9754,30,0,,76412.4
9755,14,0,,71773.38
9756,20,1,20.0,250588.25
9757,17,0,,566397.5
9758,12,0,,195866.64
9759,6,0,,44983.32
9760,24,1,24.0,303377.64
9761,22,0,,142413.26
9762,21,0,,465885.0
9763,11,1,11.0,26359.08
9764,14,0,,481172.16
9765,23,0,,227201.59
9766,11,0,,729025.0
9767,8,0,,899133.36
9768,2,0,,123010.0
9769,3,0,,32937.51
9770,20,0,,314499.9
9771,2,0,,114260.0
9772,27,0,,379721.11
9773,29,0,,302059.07
9774,4,0,,41483.32
9775,28,0,,75215.0
9776,13,0,,176655.57
9777,1,0,,5140.42
9778,12,0,,213083.28
9779,13,1,13.0,101145.44
9780,11,0,,289025.0
9781,6,0,,87255.0
9782,17,0,,54234.76
9783,16,0,,108933.28
9784,6,0,,368340.0
9785,28,1,28.0,301358.59
9786,41,0,,751495.97
9787,10,0,,550666.7
9788,11,0,,193981.92
9789,10,0,,32833.3
9790,27,0,,253395.0
9791,40,0,,285022.4
9792,11,1,11.0,164741.22
9793,24,0,,234300.0
9794,38,0,,631750.0
9795,6,1,6.0,229086.38
9796,20,0,,733500.0
9797,20,0,,104587.0
9798,4,0,,37623.32
9799,4,0,,38526.68
9800,10,0,,597500.0
9801,13,1,13.0,154903.13
9802,25,1,25.0,29730.58
9803,9,1,9.0,102171.94
9804,16,1,16.0,142199.1
9805,1,0,,10485.0
9806,1,1,1.0,7701.37
9807,25,0,,136979.25
9808,27,0,,305550.09
9809,22,0,,227718.26
9810,16,0,,89940.0
9811,20,0,,73416.6
9812,11,0,,595283.37
9813,5,1,5.0,50549.52
9814,13,0,,133282.5
9815,11,0,,616275.0
9816,12,0,,85880.04
9817,11,0,,371135.82
9818,10,0,,38068.8
9819,1,0,,15056.25
9820,16,1,16.0,32570.28
9821,5,1,5.0,111360.36
9822,19,1,19.0,759816.24
9823,22,1,22.0,96883.29
9824,4,0,,148888.88
9825,18,0,,476625.06
9826,5,0,,153850.0
9827,24,0,,345110.64
9828,5,1,5.0,147193.77
9829,20,0,,139766.6
9830,3,0,,44456.25
9831,3,0,,56649.99
9832,26,1,26.0,166595.71
9833,6,0,,16046.28
9834,8,0,,514600.0
9835,13,0,,244378.29
9836,1,0,,9808.33
9837,12,1,12.0,134945.62
9838,4,1,4.0,13377.55
9839,2,0,,40580.0
9840,10,0,,49908.3
9841,12,0,,32150.04
9842,12,0,,234620.04
9843,8,0,,865933.36
9844,7,1,7.0,55405.44
9845,13,0,,407225.0
9846,9,0,,43042.5
9847,26,1,26.0,156892.35
9848,3,0,,39990.0
9849,5,0,,49820.85
9850,26,0,,816840.7
9851,24,1,24.0,222448.75
9852,6,1,6.0,91258.83
9853,10,0,,72522.2
9854,38,0,,664894.36
9855,22,0,,164254.42
9856,6,0,,144512.52
9857,21,1,21.0,165767.0
9858,10,0,,426566.7
9859,6,0,,65605.02
9860,18,1,18.0,263826.45
9861,10,0,,162250.0
9862,6,0,,117229.98
9863,1,0,,6578.33
9864,7,0,,291013.31
9865,26,0,,735854.08
9866,18,0,,58370.04
9867,25,0,,63291.75
9868,15,0,,84075.0
9869,10,1,10.0,40891.83
9870,1,0,,28012.35
9871,1,0,,11294.17
9872,18,1,18.0,711250.58
9873,30,0,,284349.9
9874,6,0,,10882.5
9875,17,0,,222718.87
9876,21,0,,57500.52
9877,29,0,,314408.43
9878,9,0,,93382.47
9879,27,0,,492562.62
9880,25,1,25.0,148295.72
9881,4,0,,12957.76
9882,5,0,,50066.65
9883,10,0,,107233.3
9884,26,0,,86803.86
9885,20,0,,219083.4
9886,1,0,,11255.83
9887,4,0,,10155.0
9888,9,0,,253192.5
9889,1,1,1.0,2182.71
9890,24,0,,527640.0
9891,9,0,,28895.04
9892,14,0,,141773.38
9893,41,0,,289118.47
9894,5,1,5.0,32333.81
9895,13,0,,43813.64
9896,13,0,,84774.43
9897,5,0,,67783.35
9898,27,0,,73248.84
9899,5,0,,786791.95
9900,4,0,,400966.68
9901,4,0,,104733.32
9902,12,1,12.0,43707.43
9903,5,0,,277208.35
9904,14,0,,455701.96
9905,28,0,,207573.24
9906,10,1,10.0,141213.32
9907,1,0,,3557.5
9908,14,0,,192515.54
9909,4,0,,41366.68
9910,13,0,,949000.06
9911,19,0,,65671.41
9912,2,0,,22028.34
9913,12,1,12.0,52063.7
9914,17,0,,53058.87
9915,7,0,,221760.0
9916,8,0,,406500.0
9917,4,0,,128520.0
9918,18,0,,882450.0
9919,2,1,2.0,27178.94
9920,6,0,,216250.02
9921,8,0,,528160.0
9922,12,0,,266919.96
9923,3,0,,185895.0
9924,2,0,,198516.66
9925,9,0,,95887.53
9926,10,0,,195600.0
9927,6,0,,76193.34
9928,16,0,,758400.0
9929,4,1,4.0,49211.95
9930,24,1,24.0,304986.17
9931,6,0,,159112.5
9932,14,0,,315070.0
9933,12,0,,260060.04
9934,17,0,,28118.51
9935,10,0,,98275.0
9936,6,1,6.0,104501.99
9937,5,1,5.0,32193.95
9938,3,0,,63729.99
9939,12,0,,153893.28
9940,4,0,,44863.32
9941,23,0,,115613.41
9942,19,0,,194655.0
9943,7,0,,264016.69
9944,3,0,,103841.67
9945,1,0,,3735.0
9946,4,0,,135890.0
9947,36,0,,124750.08
9948,21,0,,360908.31
9949,11,0,,241028.37
9950,38,0,,259856.54
9951,41,0,,137623.47
9952,22,1,22.0,73592.55
9953,17,0,,534777.5
9954,18,1,18.0,168218.49
9955,3,0,,9634.17
9956,24,1,24.0,31110.9
9957,29,0,,294543.43
9958,1,0,,106625.0
9959,6,0,,155500.02
9960,7,0,,454685.0
9961,5,1,5.0,126629.62
9962,11,0,,82793.37
9963,23,1,23.0,18897.11
9964,22,0,,425883.26
9965,3,0,,9508.32
9966,7,0,,108237.5
9967,35,1,35.0,73028.07
9968,17,1,17.0,68692.17
9969,41,0,,657537.71
9970,16,1,16.0,380195.36
9971,26,0,,81242.72
9972,4,0,,37520.0
9973,2,1,2.0,8760.17
9974,10,0,,472458.3
9975,26,0,,178706.58
9976,3,0,,132810.0
9977,2,0,,122690.0
9978,23,0,,71581.06
9979,3,0,,31089.99
9980,16,0,,308693.28
9981,23,0,,169995.53
9982,12,0,,361170.0
9983,7,0,,681100.0
9984,6,0,,229519.98
9985,8,0,,173106.64
9986,16,0,,118000.0
9987,4,1,4.0,6502.73
9988,19,1,19.0,218113.02
9989,9,0,,200520.0
9990,4,0,,41590.0
9991,5,1,5.0,90619.92
9992,11,0,,1122916.63
9993,12,0,,1205100.0
9994,5,0,,110683.35
9995,26,0,,247108.42
9996,16,0,,264440.0
9997,5,0,,79062.5
9998,1,0,,41130.0
9999,13,0,,128873.29
10000,12,0,,372030.0
10001,8,0,,26051.12
10002,18,0,,201495.06
10003,14,0,,103607.84
10004,13,0,,268125.0
10005,6,0,,405810.0
10006,7,0,,203385.0
10007,17,0,,186263.39
10008,6,1,6.0,332298.56
10009,7,0,,66570.0
10010,30,1,30.0,412675.66
10011,13,0,,41376.14
10012,20,0,,400033.4
10013,8,1,8.0,772283.52
10014,21,0,,74147.43
10015,11,0,,644765.0
10016,2,0,,58410.0
10017,3,0,,32754.99
10018,3,1,3.0,23758.51
10019,10,1,10.0,435042.23
10020,12,1,12.0,281839.48
10021,18,0,,391080.06
10022,18,0,,584865.0
10023,25,0,,279875.0
10024,35,1,35.0,54256.36
10025,17,0,,430029.11
10026,21,0,,70017.57
10027,6,0,,645700.02
10028,30,0,,107199.9
10029,19,0,,708963.91
10030,8,1,8.0,168754.47
10031,12,1,12.0,925052.99
10032,28,0,,94414.32
10033,12,0,,244200.0
10034,35,0,,379720.95
10035,5,0,,206650.0
10036,30,0,,565749.9
10037,3,0,,18918.33
10038,7,0,,113811.25
10039,9,0,,60030.0
10040,13,0,,92899.43
10041,18,1,18.0,248720.83
10042,6,0,,175020.0
10043,11,0,,598950.0
10044,24,0,,174853.44
10045,24,0,,441633.36
10046,17,0,,85701.25
10047,16,1,16.0,444213.74
10048,1,1,1.0,3064.99
10049,23,0,,453828.41
10050,7,0,,131611.69
10051,6,1,6.0,96504.92
10052,8,0,,30215.52
10053,2,0,,20771.66
10054,16,0,,318906.72
10055,10,1,10.0,103255.56
10056,1,0,,9973.33
10057,28,1,28.0,232972.0
10058,2,1,2.0,23947.95
10059,30,0,,295224.9
10060,3,0,,10226.67
10061,21,1,21.0,162492.98
10062,6,1,6.0,30234.62
10063,22,1,22.0,74372.81
10064,1,0,,50750.0
10065,9,1,9.0,205993.79
10066,14,0,,703920.0
10067,4,0,,272555.04
10068,13,0,,126706.71
10069,7,0,,132078.31
10070,10,0,,374033.3
10071,2,0,,43346.66
10072,24,0,,407500.08
10073,13,0,,146022.5
10074,17,0,,171501.61
10075,42,0,,293836.62
10076,5,0,,81268.75
10077,10,0,,67405.6
10078,35,0,,371845.95
10079,11,1,11.0,99661.99
10080,20,1,20.0,155871.57
10081,2,1,2.0,5060.29
10082,9,0,,59165.01
10083,18,0,,100537.56
10084,5,0,,48479.15
10085,13,0,,401700.0
10086,10,1,10.0,61386.74
10087,22,0,,751177.68
10088,29,0,,52703.44
10089,14,0,,253050.0
10090,9,0,,61914.96
10091,8,0,,76693.36
10092,4,0,,42446.68
10093,16,0,,224248.96
10094,5,0,,12762.5
10095,5,0,,66016.65
10096,1,0,,3492.22
10097,3,1,3.0,18890.42
10098,13,0,,372060.0
10099,7,0,,137585.0
10100,18,0,,540315.0
10101,4,0,,29564.44
10102,23,1,23.0,205982.59
10103,8,0,,41896.64
10104,5,1,5.0,30142.47
10105,15,0,,515541.6
10106,38,1,38.0,584514.87
10107,7,0,,118667.5
10108,6,0,,58969.98
10109,20,0,,195450.0
10110,22,0,,818281.64
10111,1,0,,18875.0
10112,2,1,2.0,57556.54
10113,20,0,,395533.2
10114,15,0,,161125.05
10115,5,0,,556125.0
10116,28,0,,52227.84
10117,12,0,,128550.0
10118,10,0,,102308.3
10119,14,0,,274633.38
10120,27,0,,72961.83
10121,22,0,,75172.68
10122,9,0,,247799.97
10123,39,0,,271461.84
10124,4,0,,410166.68
10125,7,1,7.0,97898.25
10126,41,0,,296931.02
10127,29,0,,282025.0
10128,39,0,,375082.5
10129,5,0,,561208.35
10130,9,0,,45142.47
10131,17,0,,268897.5
10132,5,0,,34675.0
10133,11,0,,229661.63
10134,20,0,,68666.6
